Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
SAO MIGUEL DAS MISSOES,1,0,2,1,3,0,2,1,0,1,1,2
SAO NICOLAU,1,2,0,0,1,1,0,1,1,2,5,1
SAO PAULO DAS MISSOES,1,1,4,0,1,0,0,3,0,1,0,1
SAO PEDRO DA SERRA,0,0,0,0,0,2,0,2,1,0,1,0
SAO PEDRO DAS MISSOES,2,0,0,1,1,0,2,0,1,2,2,2
SAO PEDRO DO BUTIA,1,0,0,2,0,1,0,0,0,0,0,0
SAO PEDRO DO SUL,3,2,3,1,5,2,5,5,4,4,7,6
SAO SEBASTIAO DO CAI,6,10,10,8,1,5,5,7,8,10,14,12
SAO SEPE,7,6,5,2,2,2,3,3,5,4,5,4
SAO VALENTIM,0,3,1,0,2,2,1,0,2,1,1,1
SAO VALENTIM DO SUL,1,0,0,0,0,1,0,2,0,0,1,0
SAO VALERIO DO SUL,2,0,0,0,1,0,0,0,1,0,0,1
SAO VENDELINO,0,0,0,0,0,0,0,1,0,0,0,0
SAO VICENTE DO SUL,3,3,3,0,2,2,3,1,2,1,2,0
SAPIRANGA,30,32,38,19,24,24,22,20,27,22,40,15
SAPUCAIA DO SUL,36,37,41,19,44,31,36,31,39,32,51,40
SARANDI,12,10,4,2,7,2,6,2,5,9,8,10
SEBERI,7,3,4,3,2,2,7,1,8,2,5,9
SEDE NOVA,0,2,2,0,0,0,1,1,0,0,0,0
SEGREDO,2,0,2,3,2,0,1,0,4,2,1,1
SELBACH,2,2,1,1,2,1,1,1,1,2,2,0
SENADOR SALGADO FILHO,1,1,1,0,0,2,0,1,0,0,0,1
SENTINELA DO SUL,4,0,1,0,1,1,0,3,2,1,0,1
SERAFINA CORREA,1,4,5,1,5,2,0,1,4,1,2,1
SERIO,2,0,0,0,0,0,1,0,0,0,1,0
SERTAO,2,5,2,4,4,0,2,3,1,2,1,1
SERTAO SANTANA,0,1,1,1,0,1,2,1,0,1,4,6
SETE DE SETEMBRO,2,0,1,1,0,1,0,0,0,1,0,1
SEVERIANO DE ALMEIDA,0,1,2,2,0,0,2,0,0,0,0,3
SILVEIRA MARTINS,1,3,0,1,1,0,0,2,1,0,2,0
SINIMBU,2,3,0,0,1,2,6,1,3,4,0,2
SOBRADINHO,8,12,5,7,7,4,4,12,6,2,7,10
SOLEDADE,18,9,12,5,5,18,13,17,9,11,14,18
TABAI,2,1,2,1,2,0,0,1,2,1,0,4
TAPEJARA,11,7,0,3,14,9,6,8,4,2,8,5
TAPERA,3,3,4,0,5,1,3,2,2,3,3,5
TAPES,12,7,9,3,6,4,2,2,1,1,1,5
TAQUARA,24,13,16,11,15,8,8,18,15,11,19,13
TAQUARI,10,2,7,4,5,3,3,9,2,6,7,1
TAQUARUCU DO SUL,0,1,1,1,2,0,0,0,3,4,2,1
TAVARES,2,3,1,1,1,0,0,0,1,0,4,2
TENENTE PORTELA,12,6,3,4,4,5,4,3,7,8,9,5
TERRA DE AREIA,3,5,4,1,1,3,3,2,1,3,4,4
TEUTONIA,11,6,5,7,5,6,4,7,6,5,5,9
TIO HUGO,0,0,0,0,0,0,0,0,0,1,0,0
TIRADENTES DO SUL,3,1,2,4,0,0,2,0,3,3,3,1
TOROPI,0,0,0,0,0,0,0,0,0,1,0,0
TORRES,22,22,15,12,11,8,8,14,5,13,11,15
TRAMANDAI,29,41,27,20,12,13,17,15,15,20,19,13
TRAVESSEIRO,0,0,0,0,0,2,0,0,0,0,0,1
TRES ARROIOS,0,1,0,0,0,0,2,0,1,0,0,0
TRES CACHOEIRAS,2,3,1,2,4,3,0,1,1,0,1,5
TRES COROAS,12,8,9,4,11,3,6,7,3,8,3,6
TRES DE MAIO,9,8,10,7,13,3,5,10,7,7,7,4
TRES FORQUILHAS,1,0,0,0,0,0,2,0,1,0,0,0
TRES PALMEIRAS,1,2,1,0,3,2,1,2,2,0,1,1
TRES PASSOS,21,15,24,7,9,7,11,12,11,11,15,10
TRINDADE DO SUL,3,4,2,0,2,3,1,2,3,4,3,6
TRIUNFO,16,8,14,6,2,4,7,5,5,9,9,4
TUCUNDUVA,1,0,1,3,0,2,1,0,1,3,1,2
TUNAS,1,2,0,5,0,0,0,0,1,0,0,1
TUPANCI DO SUL,1,0,0,0,0,0,1,0,0,0,1,0
TUPANCIRETA,3,3,5,2,5,4,4,3,4,4,4,3
TUPANDI,4,2,1,0,1,1,0,2,1,1,0,0
TUPARENDI,1,3,1,4,4,3,3,3,2,1,0,1
TURUCU,2,0,0,1,0,0,0,1,0,0,2,0
UBIRETAMA,0,1,0,0,0,0,0,0,0,0,0,0
UNIAO DA SERRA,1,1,0,0,0,0,0,0,0,0,1,0
UNISTALDA,0,0,0,0,1,0,0,1,0,1,1,0
URUGUAIANA,30,45,24,25,22,30,33,37,33,31,37,29
VACARIA,34,36,27,24,27,40,27,33,30,32,25,25
VALE DO SOL,2,2,1,3,1,1,3,3,1,1,2,5
VALE REAL,0,0,1,0,0,1,0,0,1,0,0,1
VALE VERDE,1,0,1,1,1,0,0,0,0,1,1,0
VANINI,0,0,0,0,1,0,1,1,0,0,0,0
VENANCIO AIRES,22,24,15,10,10,23,17,20,9,13,12,15
VERA CRUZ,12,3,4,2,6,3,7,10,2,4,4,9
VERANOPOLIS,5,10,6,3,2,2,9,5,7,4,5,2
VESPASIANO CORREA,0,0,0,0,1,0,0,0,1,1,0,0
VIADUTOS,0,0,1,0,0,2,1,1,1,1,0,1
VIAMAO,106,102,89,87,78,79,63,76,73,78,74,69
VICENTE DUTRA,1,2,2,7,2,0,2,0,5,2,2,6
VICTOR GRAEFF,0,0,2,1,0,1,0,0,0,0,1,1
VILA FLORES,1,0,1,0,0,1,0,0,1,0,0,0
VILA LANGARO,0,0,0,0,0,0,0,0,0,0,0,0
VILA MARIA,2,1,2,0,0,0,0,0,2,2,1,0
VILA NOVA DO SUL,3,1,0,2,0,1,1,1,1,1,1,0
VISTA ALEGRE,0,0,0,1,2,0,3,2,1,1,1,0
VISTA ALEGRE DO PRATA,0,0,0,1,0,0,0,0,0,0,1,0
VISTA GAUCHA,0,2,0,0,0,0,0,0,0,0,1,1
VITORIA DAS MISSOES,1,1,3,0,0,0,0,0,0,1,1,1
WESTFALIA,0,0,0,1,0,0,0,1,0,0,1,0
XANGRILA,13,6,5,6,7,1,2,5,4,3,4,12
