Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
CERRO BRANCO,0,2,1,0,0,1,0,1,0,0,0,
CERRO GRANDE,1,0,0,1,0,0,1,0,0,0,1,
CERRO GRANDE DO SUL,5,1,1,1,1,0,1,0,2,1,2,
CERRO LARGO,0,2,2,0,1,1,0,0,3,1,3,
CHAPADA,3,0,1,1,0,0,0,0,3,0,1,
CHARQUEADAS,11,5,3,7,4,5,2,2,5,6,8,
CHARRUA,1,0,0,0,0,0,0,0,0,0,0,
CHIAPETTA,2,1,1,0,0,0,0,1,0,1,0,
CHUI,0,1,0,1,0,1,1,0,1,0,1,
CHUVISCA,0,1,1,0,0,1,0,0,0,0,0,
CIDREIRA,15,6,4,6,6,1,5,5,2,1,5,
CIRIACO,0,1,0,0,1,0,0,0,0,0,1,
COLINAS,0,1,0,1,0,0,0,0,1,0,0,
COLORADO,0,0,0,0,1,0,3,0,1,0,0,
CONDOR,1,0,0,0,1,0,0,0,0,1,0,
CONSTANTINA,0,1,0,2,0,1,3,2,2,2,2,
COQUEIRO BAIXO,0,0,0,0,0,0,0,0,0,0,0,
COQUEIROS DO SUL,1,0,1,0,0,0,0,0,2,1,0,
CORONEL BARROS,1,1,0,0,1,0,0,0,1,0,1,
CORONEL BICACO,2,0,2,2,2,1,1,0,1,1,2,
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,
COTIPORA,1,0,1,2,0,0,0,0,0,0,1,
COXILHA,0,0,0,0,0,0,1,1,0,0,0,
CRISSIUMAL,4,4,3,2,0,2,2,2,2,1,4,
CRISTAL,2,1,2,1,1,0,1,0,0,3,1,
CRISTAL DO SUL,0,1,0,0,0,0,0,0,0,1,0,
CRUZ ALTA,16,16,21,6,10,10,7,11,16,13,10,
CRUZALTENSE,1,0,0,0,0,0,0,0,0,0,0,
CRUZEIRO DO SUL,1,5,0,1,0,2,0,0,1,2,1,
DAVID CANABARRO,0,0,0,0,0,0,1,0,0,0,0,
DERRUBADAS,1,1,1,0,0,0,0,0,0,2,0,
DEZESSEIS DE NOVEMBRO,0,0,1,0,0,0,0,1,0,1,0,
DILERMANDO DE AGUIAR,0,0,0,1,0,0,0,0,0,0,0,
DOIS IRMAOS,0,1,5,0,4,1,0,1,1,2,3,
DOIS IRMAOS DAS MISSOES,1,1,2,0,1,0,0,0,0,0,0,
DOIS LAJEADOS,0,1,0,0,0,0,0,0,0,1,0,
DOM FELICIANO,3,1,0,1,0,0,1,2,0,1,2,
DOM PEDRITO,3,3,5,3,11,6,6,5,4,5,5,
DOM PEDRO DE ALCANTARA,1,0,1,0,0,0,1,0,0,0,2,
DONA FRANCISCA,0,1,0,1,0,0,0,0,1,0,0,
DR MAURICIO CARDOSO,0,0,0,0,0,0,0,0,0,0,0,
DOUTOR RICARDO,0,0,0,0,1,0,0,0,0,1,0,
ELDORADO DO SUL,5,9,7,5,5,4,4,7,4,11,4,
ENCANTADO,0,0,4,1,1,1,4,5,3,0,5,
ENCRUZILHADA DO SUL,1,2,1,2,1,1,5,5,0,4,3,
ENGENHO VELHO,0,0,0,0,2,1,0,0,0,1,0,
ENTRE RIOS DO SUL,0,1,0,0,0,0,0,0,1,0,0,
ENTRE IJUIS,1,2,0,1,0,2,0,0,1,1,2,
EREBANGO,1,0,0,2,0,0,1,2,1,1,0,
ERECHIM,15,24,24,22,24,20,13,25,23,18,28,
ERNESTINA,0,0,2,0,0,0,1,0,1,1,0,
ERVAL GRANDE,3,0,1,1,0,0,2,0,1,0,0,
ERVAL SECO,1,2,3,2,0,0,0,1,1,0,0,
ESMERALDA,1,0,1,1,1,0,1,1,0,0,0,
ESPERANCA DO SUL,0,1,0,0,0,0,1,0,0,0,0,
ESPUMOSO,0,1,3,0,2,2,2,0,5,0,2,
ESTACAO,0,1,1,0,2,1,1,0,0,0,0,
ESTANCIA VELHA,5,7,6,4,3,4,2,1,10,8,2,
ESTEIO,13,11,17,19,6,7,9,11,10,15,10,
ESTRELA,4,8,5,2,1,5,6,4,6,7,4,
ESTRELA VELHA,0,1,0,0,0,0,1,0,0,1,3,
EUGENIO DE CASTRO,0,2,0,0,0,1,1,1,0,0,0,
FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,0,0,
FARROUPILHA,11,9,8,7,9,9,7,8,5,8,10,
FAXINAL DO SOTURNO,4,0,2,1,0,3,1,1,0,2,2,
FAXINALZINHO,0,0,0,0,0,0,0,0,0,1,0,
FAZENDA VILA NOVA,0,0,3,2,0,1,3,1,0,1,0,
FELIZ,2,0,1,1,0,1,0,1,1,0,2,
FLORES DA CUNHA,6,2,4,1,5,3,3,2,4,6,2,
FLORIANO PEIXOTO,0,0,0,0,0,0,0,0,0,0,0,
FONTOURA XAVIER,1,3,3,1,2,0,0,0,2,0,2,
FORMIGUEIRO,4,0,2,0,1,2,0,0,0,1,0,
FORQUETINHA,0,0,0,0,0,0,0,0,0,0,0,
FORTALEZA DOS VALOS,0,0,2,0,0,0,0,0,0,0,0,
FREDERICO WESTPHALEN,9,8,5,2,4,4,3,6,7,5,9,
GARIBALDI,4,1,1,3,2,1,4,0,4,0,0,
GARRUCHOS,1,0,0,0,0,0,0,0,0,0,0,
GAURAMA,0,0,2,0,2,0,1,2,0,0,0,
GENERAL CAMARA,0,1,1,1,0,3,0,0,0,0,0,
GENTIL,0,0,1,0,1,0,0,0,0,0,0,
GETULIO VARGAS,6,3,3,6,1,4,3,3,2,2,3,
GIRUA,4,2,2,1,2,1,2,1,2,4,2,
GLORINHA,1,0,0,0,1,1,0,0,0,1,0,
GRAMADO,4,7,6,4,2,9,3,7,5,5,9,
GRAMADO DOS LOUREIROS,0,0,0,0,0,0,0,1,0,1,2,
GRAMADO XAVIER,0,1,0,0,0,0,0,0,0,0,0,
GRAVATAI,32,43,51,30,20,30,32,36,42,28,54,
GUABIJU,0,0,0,0,0,1,0,0,0,0,0,
GUAIBA,16,19,12,10,16,19,24,20,9,16,19,
GUAPORE,4,3,5,3,3,1,2,1,0,3,3,
GUARANI DAS MISSOES,0,1,1,1,2,0,2,0,0,0,1,
HARMONIA,0,0,0,1,0,0,0,0,0,1,1,
HERVAL,0,0,0,0,1,0,1,1,0,1,0,
HERVEIRAS,0,0,0,0,0,0,0,0,1,0,0,
HORIZONTINA,5,1,1,3,2,2,1,5,8,3,3,
HULHA NEGRA,1,0,0,2,1,0,0,0,1,1,0,
HUMAITA,0,0,0,2,0,1,0,5,1,2,0,
IBARAMA,0,1,1,2,0,0,0,0,0,2,0,
IBIACA,0,0,1,0,0,0,1,0,0,0,0,
IBIRAIARAS,0,1,2,1,1,1,0,1,0,1,1,
IBIRAPUITA,1,1,0,1,0,0,0,0,1,0,0,
IBIRUBA,6,2,4,1,1,1,0,0,1,0,1,
IGREJINHA,7,9,6,3,6,3,4,3,4,10,7,
IJUI,25,21,27,26,14,15,19,13,15,23,19,
ILOPOLIS,0,2,2,0,0,0,0,0,0,0,0,
IMBE,11,20,16,4,4,4,5,9,11,8,6,
IMIGRANTE,0,0,0,0,0,0,0,0,0,0,0,
INDEPENDENCIA,1,1,1,1,0,1,2,0,0,0,1,
INHACORA,0,1,0,0,0,0,0,1,0,0,1,
IPE,0,1,0,0,0,1,0,0,0,0,0,
IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,0,
IRAI,2,3,3,1,1,2,4,2,0,5,4,
ITAARA,2,0,0,1,1,1,0,0,0,1,1,
ITACURUBI,0,1,0,0,0,0,0,0,0,0,1,
ITAPUCA,0,0,0,1,0,0,0,0,0,0,0,
ITAQUI,8,9,6,6,7,7,2,2,4,6,4,
ITATI,0,2,0,0,0,0,0,0,0,0,0,
ITATIBA DO SUL,0,0,1,0,1,0,1,1,0,1,0,
IVORA,0,0,0,0,0,0,0,2,0,0,0,
IVOTI,0,1,1,2,1,3,1,2,1,0,1,
JABOTICABA,0,0,1,0,0,1,0,0,0,0,0,
JACUIZINHO,0,0,0,0,1,0,0,0,0,0,1,
JACUTINGA,0,2,2,1,0,0,0,1,2,0,0,
JAGUARAO,5,11,5,2,5,2,2,6,4,3,6,
JAGUARI,1,1,0,3,0,3,0,1,5,0,2,
JAQUIRANA,0,0,2,1,0,0,0,1,0,2,2,
JARI,0,0,0,0,0,0,0,0,0,0,0,
JOIA,2,0,0,1,1,1,0,3,1,1,2,
JULIO DE CASTILHOS,2,2,8,0,3,1,1,4,2,2,5,
LAGOA BONITA DO SUL,0,0,0,0,0,1,0,0,0,0,0,
LAGOA DOS TRES CANTOS,0,0,0,0,0,0,1,0,0,0,0,
LAGOA VERMELHA,4,4,0,4,2,2,4,5,5,3,10,
LAGOAO,1,0,0,1,0,1,1,0,1,0,0,
LAJEADO,13,8,12,16,6,9,4,7,16,5,11,
LAJEADO DO BUGRE,0,0,0,0,0,1,0,0,0,0,1,
LAVRAS DO SUL,2,0,0,1,0,1,0,3,0,1,0,
LIBERATO SALZANO,1,1,2,1,0,0,0,2,0,0,1,
LINDOLFO COLLOR,1,0,1,0,0,0,0,0,1,1,0,
LINHA NOVA,1,0,0,0,0,0,0,0,0,0,0,
MACAMBARA,2,0,2,1,0,0,0,0,0,0,1,
MACHADINHO,0,0,1,2,1,2,2,1,1,0,0,
MAMPITUBA,0,0,1,0,0,1,0,1,1,0,0,
MANOEL VIANA,1,1,1,0,1,2,1,0,0,0,1,
MAQUINE,0,1,1,0,0,0,1,1,2,1,1,
MARATA,0,0,0,0,1,0,0,0,0,0,0,
MARAU,6,8,10,5,4,6,7,5,10,6,4,
MARCELINO RAMOS,0,1,0,1,2,0,1,0,0,0,2,
MARIANA PIMENTEL,1,0,0,1,0,0,1,0,0,2,0,
MARIANO MORO,2,0,0,1,0,0,0,0,0,0,0,
MARQUES DE SOUZA,0,0,1,0,0,0,0,0,0,0,0,
MATA,2,2,1,0,0,1,1,1,1,1,0,
MATO CASTELHANO,1,0,0,0,0,0,0,0,0,0,1,
MATO LEITAO,0,0,0,0,0,1,1,1,0,0,0,
MATO QUEIMADO,0,1,0,0,0,0,0,0,0,0,0,
MAXIMILIANO DE ALMEIDA,0,0,0,1,0,1,1,1,1,0,0,
MINAS DO LEAO,4,0,3,0,1,0,1,2,2,0,1,
MIRAGUAI,0,0,1,2,1,4,0,1,1,3,0,
MONTAURI,0,0,0,0,0,0,0,0,0,0,0,
MONTE ALEGRE DOS CAMPOS,0,0,1,0,0,0,0,0,0,0,0,
MONTE BELO DO SUL,0,0,0,0,0,0,0,0,0,1,0,
MONTENEGRO,6,8,11,9,7,5,4,12,6,6,9,
MORMACO,0,3,0,1,0,0,0,0,0,0,0,
MORRINHOS DO SUL,1,1,0,0,1,0,0,0,0,0,1,
MORRO REDONDO,1,1,2,0,0,1,0,0,1,2,2,
MORRO REUTER,0,0,0,2,0,0,0,1,0,0,0,
MOSTARDAS,1,3,1,0,2,2,0,2,1,0,2,
MUCUM,1,0,1,0,1,0,1,0,0,0,0,
MUITOS CAPOES,0,0,0,0,1,0,0,0,1,1,0,
MULITERNO,0,0,0,0,0,0,0,0,0,0,1,
NAO ME TOQUE,1,4,5,0,1,1,1,1,4,1,4,
NICOLAU VERGUEIRO,0,1,0,0,0,0,0,0,0,0,0,
NONOAI,2,2,2,6,3,0,4,5,2,6,2,
NOVA ALVORADA,0,0,2,0,0,0,0,0,0,0,0,
NOVA ARACA,0,0,1,0,0,0,1,0,0,0,2,
NOVA BASSANO,1,0,3,0,1,0,0,1,1,0,0,
NOVA BOA VISTA,0,1,0,0,0,0,0,0,0,0,1,
NOVA BRESCIA,0,0,3,0,1,0,0,0,0,0,0,
NOVA CANDELARIA,0,1,0,0,0,1,0,0,1,0,0,
NOVA ESPERANCA DO SUL,1,1,3,0,0,1,0,0,0,1,0,
NOVA HARTZ,0,4,8,2,4,1,2,1,3,2,0,
NOVA PADUA,0,0,0,0,0,0,0,0,0,1,0,
NOVA PALMA,0,2,0,1,0,2,0,0,1,0,0,
NOVA PETROPOLIS,1,0,2,3,0,0,2,2,0,1,0,
NOVA PRATA,1,2,3,1,3,5,3,3,8,3,3,
NOVA RAMADA,0,0,0,0,0,0,0,0,0,0,0,
NOVA ROMA DO SUL,0,0,0,0,0,0,0,0,0,0,0,
NOVA SANTA RITA,7,4,6,3,3,7,5,1,1,4,3,
NOVO BARREIRO,1,0,2,0,0,0,0,0,0,0,1,
NOVO CABRAIS,1,0,1,0,0,0,0,0,0,0,0,
NOVO HAMBURGO,26,35,28,23,26,22,33,35,31,39,24,
NOVO MACHADO,0,0,0,0,0,0,1,0,0,1,0,
NOVO TIRADENTES,3,0,2,0,0,0,0,0,0,0,0,
NOVO XINGU,0,0,0,0,0,0,0,1,0,0,0,
OSORIO,9,9,12,7,0,7,7,6,4,4,6,
PAIM FILHO,0,0,1,0,0,0,1,0,2,1,0,
PALMARES DO SUL,3,6,1,0,0,1,1,1,2,2,5,
PALMEIRA DAS MISSOES,8,10,6,11,3,6,5,12,13,4,8,
PALMITINHO,1,2,1,0,1,1,0,1,1,3,0,
PANAMBI,3,2,3,5,5,2,4,5,7,8,5,
PANTANO GRANDE,1,0,1,2,1,1,1,0,2,2,2,
PARAI,2,0,1,1,0,0,1,0,1,1,1,
PARAISO DO SUL,0,2,0,1,0,0,0,0,0,1,2,
PARECI NOVO,0,0,0,0,0,0,1,0,1,1,0,
PAROBE,7,10,8,7,5,12,8,11,6,8,13,
PASSA SETE,0,0,0,0,0,0,1,1,1,1,2,
PASSO DO SOBRADO,0,0,0,0,2,1,1,0,2,0,1,
PASSO FUNDO,59,33,44,31,28,24,25,28,41,39,26,
PAULO BENTO,0,0,1,0,1,0,0,0,1,0,1,
PAVERAMA,0,2,0,1,0,0,0,1,0,0,1,
PEDRAS ALTAS,0,0,0,0,0,0,0,0,0,0,0,
PEDRO OSORIO,0,2,0,1,4,0,0,0,2,1,1,
PEJUCARA,0,0,2,0,0,0,0,0,0,0,2,
PELOTAS,58,69,64,51,31,54,46,50,47,46,62,
PICADA CAFE,0,0,0,1,0,2,0,0,0,0,0,
PINHAL,0,0,0,0,0,1,0,2,1,1,0,
PINHAL DA SERRA,0,1,0,0,0,0,0,0,0,0,0,
PINHAL GRANDE,0,0,0,0,0,1,0,2,0,0,0,
PINHEIRINHO DO VALE,0,2,0,1,0,0,0,1,0,2,0,
PINHEIRO MACHADO,1,4,2,1,0,1,0,0,1,2,1,
PINTO BANDEIRA,0,0,0,0,0,0,0,0,0,0,0,
PIRAPO,0,1,0,1,0,0,0,0,0,1,0,
PIRATINI,2,0,4,4,0,2,5,3,3,4,1,
PLANALTO,2,4,3,1,0,2,1,1,1,3,1,
POCO DAS ANTAS,1,0,0,1,0,0,0,0,0,0,0,
PONTAO,0,0,0,1,0,0,0,0,1,0,0,
PONTE PRETA,0,1,0,0,0,0,2,0,0,0,2,
PORTAO,8,3,0,2,2,3,2,4,3,3,5,
PORTO ALEGRE,243,251,281,182,121,183,181,171,193,216,233,
PORTO LUCENA,0,0,0,0,0,0,0,1,0,0,1,
PORTO MAUA,0,0,1,0,0,0,0,0,0,1,1,
PORTO VERA CRUZ,0,0,0,0,0,0,0,0,0,0,0,
PORTO XAVIER,1,1,1,0,1,1,3,4,0,1,1,
POUSO NOVO,1,1,0,1,0,0,0,0,0,0,0,
PRESIDENTE LUCENA,0,0,0,0,0,0,0,0,0,0,0,
PROGRESSO,1,0,1,0,0,0,0,0,0,0,0,
PROTASIO ALVES,0,1,0,0,0,0,0,0,0,0,1,
PUTINGA,0,0,0,0,0,0,0,0,0,0,0,
QUARAI,4,3,6,4,1,2,2,5,6,4,5,
QUATRO IRMAOS,1,0,0,0,0,0,0,0,2,0,2,
QUEVEDOS,0,0,0,0,0,2,0,0,0,1,0,
QUINZE DE NOVEMBRO,0,0,0,0,0,0,0,0,0,0,0,
REDENTORA,1,3,1,3,3,2,0,0,5,2,0,
RELVADO,0,1,0,0,0,0,0,0,0,0,0,
RESTINGA SECA,2,2,1,3,1,0,0,0,0,1,3,
RIO DOS INDIOS,0,1,0,0,0,0,0,0,0,0,0,
RIO GRANDE,47,47,46,43,22,30,27,22,28,34,40,
RIO PARDO,3,2,7,6,2,6,3,2,11,6,8,
RIOZINHO,0,0,1,0,0,0,0,0,1,1,0,
ROCA SALES,0,2,2,2,1,0,0,0,1,1,2,
RODEIO BONITO,1,0,0,0,0,1,0,0,0,1,1,
ROLADOR,0,0,0,0,0,0,0,0,1,0,1,
ROLANTE,3,3,1,3,1,2,1,3,2,3,4,
RONDA ALTA,1,0,0,4,2,3,0,2,1,5,3,
RONDINHA,0,0,0,0,0,0,0,1,0,0,0,
ROQUE GONZALES,0,0,0,0,0,0,0,0,0,0,1,
ROSARIO DO SUL,3,7,10,12,5,5,8,5,6,7,14,
SAGRADA FAMILIA,0,0,0,0,0,0,0,0,1,1,1,
SALDANHA MARINHO,0,1,0,2,0,1,0,0,0,0,1,
SALTO DO JACUI,2,2,1,4,0,0,2,2,1,2,2,
SALVADOR DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,
SALVADOR DO SUL,1,0,0,0,0,0,0,0,1,0,0,
SANANDUVA,1,3,4,1,2,2,1,3,3,1,2,
SANTA BARBARA DO SUL,1,1,0,0,1,0,0,1,1,4,2,
SANTA CECILIA DO SUL,0,0,0,0,0,0,0,0,0,0,0,
SANTA CLARA DO SUL,0,1,0,0,0,0,1,0,0,0,0,
SANTA CRUZ DO SUL,26,17,33,11,17,13,12,15,22,20,20,
SANTA MARGARIDA DO SUL,0,0,0,0,0,0,0,0,1,1,0,
SANTA MARIA,40,45,56,56,27,32,25,38,45,36,53,
SANTA MARIA DO HERVAL,0,0,0,0,1,0,1,0,0,1,0,
SANTA ROSA,8,19,7,8,10,6,11,13,18,5,11,
SANTA TEREZA,0,1,0,0,0,0,0,0,0,0,0,
SANTA VITORIA DO PALMAR,6,5,10,6,1,6,0,3,4,5,4,
SANTANA DA BOA VISTA,1,1,1,0,1,0,0,1,0,0,0,
SANTANA DO LIVRAMENTO,16,8,16,8,10,21,11,10,8,13,15,
SANTIAGO,6,7,4,5,9,11,9,4,7,8,8,
SANTO ANGELO,10,18,16,12,8,18,8,13,12,14,19,
SANTO ANTONIO DA PATRULHA,6,9,10,9,5,8,1,4,1,8,2,
SANTO ANTONIO DAS MISSOES,3,0,0,1,0,2,1,1,1,3,0,
SANTO ANTONIO DO PALMA,0,0,2,0,0,0,0,0,0,0,0,
SANTO ANTONIO DO PLANALTO,0,1,0,1,0,0,0,0,0,0,0,
SANTO AUGUSTO,6,1,2,1,4,2,1,2,3,3,1,
SANTO CRISTO,2,2,2,2,0,0,0,0,1,1,0,
SANTO EXPEDITO DO SUL,0,0,0,0,0,0,0,0,0,0,1,
SAO BORJA,6,6,9,6,3,5,7,4,9,8,8,
SAO DOMINGOS DO SUL,0,0,1,0,1,0,0,0,1,0,0,
SAO FRANCISCO DE ASSIS,4,4,2,2,2,4,2,1,0,0,2,
SAO FRANCISCO DE PAULA,3,4,4,1,3,6,1,3,2,2,1,
SAO GABRIEL,13,5,9,12,14,7,10,6,7,7,12,
SAO JERONIMO,3,6,3,2,3,2,3,1,1,2,3,
SAO JOAO DA URTIGA,0,0,0,0,1,0,0,0,0,0,0,
SAO JOAO DO POLESINE,0,0,1,0,0,0,0,1,0,0,0,
SAO JORGE,0,0,0,0,0,0,0,0,0,0,0,
SAO JOSE DAS MISSOES,0,0,0,0,0,0,0,0,0,1,0,
SAO JOSE DO HERVAL,0,0,0,0,1,0,0,0,1,0,1,
SAO JOSE DO HORTENCIO,1,0,1,0,0,0,0,0,0,1,0,
SAO JOSE DO INHACORA,0,0,0,0,0,1,0,1,0,0,0,
SAO JOSE DO NORTE,4,4,4,3,0,4,7,2,1,0,1,
SAO JOSE DO OURO,1,0,1,1,1,1,0,1,0,0,0,
SAO JOSE DO SUL,0,0,1,0,0,0,0,0,0,0,0,
SAO JOSE DOS AUSENTES,0,1,0,0,0,0,0,2,1,1,0,
SAO LEOPOLDO,32,34,43,28,19,25,25,35,37,39,36,
SAO LOURENCO DO SUL,9,8,6,5,3,0,2,2,6,6,4,
SAO LUIZ GONZAGA,11,1,9,6,6,5,4,6,6,9,3,
SAO MARCOS,2,5,0,1,2,4,2,1,3,6,0,
SAO MARTINHO,0,0,1,0,1,0,0,3,1,2,2,
SAO MARTINHO DA SERRA,0,0,1,0,0,0,0,0,0,0,0,
SAO MIGUEL DAS MISSOES,2,5,1,0,2,0,0,1,0,2,0,
SAO NICOLAU,0,1,0,0,0,2,1,0,0,1,0,
SAO PAULO DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,
SAO PEDRO DA SERRA,0,0,1,1,0,0,1,0,0,0,1,
SAO PEDRO DAS MISSOES,1,0,0,0,0,0,0,0,0,0,0,
SAO PEDRO DO BUTIA,1,0,0,0,0,0,1,0,0,0,0,
SAO PEDRO DO SUL,1,4,0,3,0,2,1,0,2,1,1,
SAO SEBASTIAO DO CAI,4,4,4,3,4,6,1,7,5,5,2,
SAO SEPE,4,1,3,3,1,1,1,1,1,1,5,
SAO VALENTIM,0,0,0,0,0,0,3,0,0,2,0,
SAO VALENTIM DO SUL,0,0,0,0,0,0,0,2,0,0,0,
