Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
SAO VALERIO DO SUL,1,0,0,1,0,0,1,0,0,0,1,
SAO VENDELINO,0,0,2,1,0,0,0,0,0,0,0,
SAO VICENTE DO SUL,3,0,2,1,0,0,1,2,3,1,2,
SAPIRANGA,28,28,34,28,13,18,15,23,20,25,14,
SAPUCAIA DO SUL,31,34,38,28,24,23,49,38,42,33,33,
SARANDI,11,5,6,5,5,6,8,4,1,5,6,
SEBERI,5,7,6,4,2,8,7,2,2,4,4,
SEDE NOVA,1,0,1,0,0,2,1,0,1,1,0,
SEGREDO,7,1,2,1,0,2,2,0,0,1,0,
SELBACH,1,2,1,0,0,0,1,3,2,4,1,
SENADOR SALGADO FILHO,0,0,1,0,1,0,0,2,0,0,0,
SENTINELA DO SUL,1,0,1,0,1,1,1,1,0,2,0,
SERAFINA CORREA,2,5,1,5,2,5,5,1,3,3,1,
SERIO,1,0,1,0,0,0,1,0,1,1,0,
SERTAO,0,2,0,0,3,1,1,2,3,0,1,
SERTAO SANTANA,0,1,1,1,0,0,0,1,0,0,2,
SETE DE SETEMBRO,0,0,0,0,0,0,0,0,1,0,1,
SEVERIANO DE ALMEIDA,0,0,1,0,0,0,2,1,1,3,0,
SILVEIRA MARTINS,1,0,4,1,1,2,0,1,0,2,1,
SINIMBU,1,0,1,1,2,1,1,2,1,2,5,
SOBRADINHO,6,6,3,7,5,6,4,8,3,6,2,
SOLEDADE,17,20,13,14,7,17,12,15,13,15,10,
TABAI,1,2,2,2,1,0,1,1,1,1,1,
TAPEJARA,8,8,5,7,3,5,8,7,8,4,5,
TAPERA,5,5,5,2,0,3,6,1,4,3,2,
TAPES,11,3,4,4,3,1,5,5,2,3,3,
TAQUARA,11,15,14,15,13,9,9,12,9,11,12,
TAQUARI,2,6,10,5,2,5,7,4,4,6,10,
TAQUARUCU DO SUL,4,0,0,1,0,2,6,0,0,1,1,
TAVARES,2,0,0,0,0,0,1,0,0,2,1,
TENENTE PORTELA,5,3,7,10,3,3,4,6,2,2,6,
TERRA DE AREIA,3,2,5,2,3,5,3,2,2,3,1,
TEUTONIA,10,11,4,5,9,6,7,10,5,8,11,
TIO HUGO,0,1,1,0,0,1,0,0,0,0,0,
TIRADENTES DO SUL,3,2,1,1,1,0,2,1,4,0,1,
TOROPI,0,0,1,0,0,0,1,0,0,3,1,
TORRES,13,23,16,15,7,12,9,8,12,6,10,
TRAMANDAI,25,26,23,13,9,16,10,20,25,18,32,
TRAVESSEIRO,0,1,0,0,0,0,0,0,0,0,0,
TRES ARROIOS,0,0,0,0,0,0,1,0,1,1,0,
TRES CACHOEIRAS,2,3,5,6,0,6,1,3,2,0,3,
TRES COROAS,6,1,4,1,1,0,3,4,8,8,5,
TRES DE MAIO,13,10,3,0,5,6,1,7,9,13,5,
TRES FORQUILHAS,0,1,0,0,0,0,1,0,0,0,0,
TRES PALMEIRAS,4,1,1,0,1,1,1,1,1,1,3,
TRES PASSOS,8,17,11,14,7,14,3,16,5,8,6,
TRINDADE DO SUL,0,2,4,2,2,0,1,2,5,3,2,
TRIUNFO,4,9,9,11,5,2,2,4,3,7,5,
TUCUNDUVA,0,2,2,1,0,1,3,2,0,2,0,
TUNAS,0,1,2,1,1,0,0,1,2,0,2,
TUPANCI DO SUL,0,1,0,0,0,0,0,1,1,0,0,
TUPANCIRETA,8,7,9,4,5,9,5,6,5,5,5,
TUPANDI,1,1,1,1,1,1,0,0,1,1,0,
TUPARENDI,7,3,2,4,1,3,3,4,2,0,0,
TURUCU,0,1,0,0,0,0,0,0,1,2,0,
UBIRETAMA,0,1,0,0,1,0,0,0,0,0,1,
UNIAO DA SERRA,0,0,0,1,0,0,0,0,1,0,2,
UNISTALDA,0,0,0,0,1,0,1,0,0,0,1,
URUGUAIANA,29,39,28,19,23,20,18,22,25,20,25,
VACARIA,19,24,23,28,31,18,17,19,24,35,28,
VALE DO SOL,1,3,0,0,3,3,2,1,2,3,3,
VALE REAL,0,0,0,1,0,1,1,0,0,0,1,
VALE VERDE,1,2,0,0,0,0,2,1,0,1,2,
VANINI,0,1,1,1,0,0,0,0,0,0,0,
VENANCIO AIRES,22,28,15,5,17,18,9,13,17,21,12,
VERA CRUZ,10,10,10,14,9,7,4,9,5,9,7,
VERANOPOLIS,3,5,2,0,5,7,3,5,4,3,4,
VESPASIANO CORREA,1,0,1,0,1,0,0,0,0,0,0,
VIADUTOS,1,3,0,2,2,0,2,0,0,1,0,
VIAMAO,63,82,54,59,48,49,45,43,62,54,49,
VICENTE DUTRA,4,6,4,2,3,0,3,4,0,2,2,
VICTOR GRAEFF,0,0,2,0,1,0,0,1,0,0,0,
VILA FLORES,0,0,0,0,0,0,0,0,0,0,0,
VILA LANGARO,0,1,0,0,0,0,0,0,0,0,0,
VILA MARIA,0,0,0,0,1,0,0,1,0,0,1,
VILA NOVA DO SUL,0,2,0,0,0,0,0,0,3,2,0,
VISTA ALEGRE,2,1,0,1,0,0,0,1,0,0,1,
VISTA ALEGRE DO PRATA,0,0,2,0,1,1,0,0,0,0,0,
VISTA GAUCHA,1,0,0,1,1,0,1,0,1,1,0,
VITORIA DAS MISSOES,1,1,0,1,0,1,0,3,1,2,2,
WESTFALIA,0,2,0,1,0,0,0,1,0,0,0,
XANGRILA,6,8,8,7,2,2,7,4,4,3,4,
Geral,3144,3074,3012,2495,1880,2325,2235,2512,2471,2554,2647,0.0
