Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
BOQUEIRAO DO LEAO,0,0,0,0,0,1,0,0,0,0,0,0
BOSSOROCA,0,0,0,0,0,0,0,0,0,0,0,0
BOZANO,0,0,0,0,0,0,0,0,0,0,0,0
BRAGA,0,0,0,0,0,1,0,0,0,0,0,0
BROCHIER,1,0,1,0,0,0,0,0,0,0,0,0
BUTIA,2,0,0,0,0,2,0,0,1,2,0,0
CACAPAVA DO SUL,1,2,0,1,2,0,0,1,0,0,0,0
CACEQUI,1,0,0,0,1,2,0,0,1,0,0,0
CACHOEIRA DO SUL,0,3,3,0,0,0,0,5,1,1,0,2
CACHOEIRINHA,8,0,5,2,9,0,6,7,4,2,4,4
CACIQUE DOBLE,1,0,0,1,0,0,0,0,0,0,0,0
CAIBATE,0,0,0,0,0,0,1,1,0,0,0,0
CAICARA,0,0,0,0,0,0,0,2,1,0,0,0
CAMAQUA,3,1,3,2,0,1,0,1,1,2,1,1
CAMARGO,0,0,0,0,0,0,0,0,0,2,0,0
CAMBARA DO SUL,1,0,0,0,0,1,0,0,0,0,0,0
CAMPESTRE DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0
CAMPINA DAS MISSOES,0,0,0,1,0,0,0,0,1,0,0,0
CAMPINAS DO SUL,1,0,0,0,0,1,0,0,0,0,0,1
CAMPO BOM,2,1,0,1,0,0,0,1,0,3,1,3
CAMPO NOVO,0,0,0,0,0,0,0,0,0,0,0,0
CAMPOS BORGES,0,0,0,1,0,0,0,0,0,0,0,0
CANDELARIA,0,2,1,1,1,2,0,0,0,0,0,0
CANDIDO GODOI,1,0,0,0,0,0,0,0,0,0,0,0
CANDIOTA,0,0,0,0,0,0,0,0,0,1,0,0
CANELA,0,1,1,2,2,1,0,3,1,0,3,2
CANGUCU,0,0,0,0,0,1,1,1,1,1,0,0
CANOAS,6,10,9,5,8,14,8,3,3,8,6,7
CANUDOS DO VALE,1,0,0,0,0,0,0,0,0,0,0,0
CAPAO BONITO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
CAPAO DA CANOA,6,2,0,0,3,1,4,0,1,1,1,1
CAPAO DO CIPO,0,0,0,0,0,0,0,0,0,0,0,0
CAPAO DO LEAO,0,1,0,0,1,1,0,0,0,2,1,1
CAPELA DE SANTANA,0,0,1,0,0,0,0,1,1,1,4,0
CAPITAO,0,0,0,0,0,0,0,0,0,0,0,0
CAPIVARI DO SUL,0,0,0,1,0,0,0,0,0,0,0,0
CARAA,0,0,0,1,0,0,0,0,0,0,0,0
CARAZINHO,1,2,0,1,1,1,0,1,3,0,0,0
CARLOS BARBOSA,0,0,0,1,1,0,1,0,0,0,0,0
CARLOS GOMES,0,0,0,0,0,0,0,0,0,0,0,1
CASCA,0,1,0,0,0,0,0,0,0,0,0,0
CASEIROS,0,0,0,0,0,0,0,0,1,0,0,0
CATUIPE,0,0,0,0,0,0,0,0,0,0,0,0
CAXIAS DO SUL,6,6,4,3,11,9,4,5,9,6,5,9
CENTENARIO,0,0,0,0,0,0,0,0,0,0,0,0
CERRITO,0,0,1,0,0,0,0,0,0,0,0,0
CERRO BRANCO,0,0,0,0,0,0,0,0,0,0,0,0
CERRO GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
CERRO GRANDE DO SUL,0,0,0,0,1,0,0,0,0,1,0,0
CERRO LARGO,0,0,0,0,0,0,1,0,2,0,0,0
CHAPADA,0,1,0,0,0,0,0,0,0,0,0,0
CHARQUEADAS,2,0,1,0,0,1,0,1,0,0,0,0
CHARRUA,0,0,0,0,0,0,0,0,0,0,0,0
CHIAPETTA,0,0,0,0,0,0,0,1,0,0,0,0
CHUI,0,0,0,0,0,0,0,0,0,0,0,0
CHUVISCA,0,0,0,0,0,0,0,0,0,0,0,0
CIDREIRA,2,2,1,2,1,4,0,0,0,3,0,1
CIRIACO,0,0,0,0,0,0,0,0,0,0,0,0
COLINAS,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO,0,0,0,0,0,0,0,2,0,0,0,0
CONDOR,0,0,0,0,0,0,0,0,0,0,0,1
CONSTANTINA,2,0,0,0,0,0,0,1,0,0,1,2
COQUEIRO BAIXO,0,0,0,0,0,0,0,0,0,0,0,0
COQUEIROS DO SUL,0,0,0,1,0,0,0,0,0,0,0,0
CORONEL BARROS,0,0,0,0,0,0,0,0,0,0,0,0
CORONEL BICACO,0,0,0,0,0,0,0,0,0,0,1,0
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0
COTIPORA,0,0,0,0,0,0,0,0,0,0,0,0
COXILHA,0,0,0,1,0,0,0,0,0,0,0,0
CRISSIUMAL,0,0,0,0,0,0,0,0,0,0,0,0
CRISTAL,0,0,0,0,0,1,0,1,0,1,0,0
CRISTAL DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
CRUZ ALTA,2,2,2,3,0,0,4,1,2,2,3,4
CRUZALTENSE,0,0,0,0,0,0,0,0,0,0,0,0
CRUZEIRO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
DAVID CANABARRO,0,0,0,0,0,0,0,0,0,2,0,0
DERRUBADAS,0,0,0,0,0,0,0,0,0,0,0,0
DEZESSEIS DE NOVEMBRO,0,0,0,0,1,0,0,0,0,0,0,0
DILERMANDO DE AGUIAR,0,0,0,0,0,0,1,0,0,0,0,0
DOIS IRMAOS,1,0,1,1,0,0,3,1,0,0,0,0
DOIS IRMAOS DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0
DOIS LAJEADOS,0,0,0,0,0,0,0,0,0,0,0,1
DOM FELICIANO,2,1,0,0,0,0,0,0,0,1,0,0
DOM PEDRITO,0,0,1,0,0,3,0,0,1,2,0,0
DOM PEDRO DE ALCANTARA,0,0,0,1,0,0,0,0,0,0,0,0
DONA FRANCISCA,0,1,0,0,0,0,1,0,0,0,0,0
DR MAURICIO CARDOSO,0,0,0,0,0,0,0,0,0,0,0,1
DOUTOR RICARDO,0,0,0,0,0,0,0,0,0,0,0,0
ELDORADO DO SUL,1,1,1,1,3,3,0,2,7,2,0,4
ENCANTADO,0,0,0,0,0,0,1,0,1,0,0,0
ENCRUZILHADA DO SUL,1,0,1,0,0,1,0,0,0,0,0,1
ENGENHO VELHO,0,0,1,0,0,0,0,1,0,0,0,0
ENTRE RIOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE IJUIS,0,0,0,0,1,1,0,0,0,0,0,0
EREBANGO,0,0,0,0,0,0,0,0,0,0,0,0
ERECHIM,1,1,2,0,1,2,3,2,2,5,1,3
ERNESTINA,0,0,0,0,0,0,0,0,0,0,0,0
ERVAL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
ERVAL SECO,0,0,3,0,0,0,0,0,0,3,0,0
ESMERALDA,0,0,0,0,0,0,0,0,0,0,0,0
ESPERANCA DO SUL,1,0,0,0,0,0,0,0,0,0,0,2
ESPUMOSO,1,0,0,1,0,0,0,0,0,0,1,0
ESTACAO,0,0,0,0,0,0,0,0,0,0,0,0
ESTANCIA VELHA,1,1,1,0,1,0,1,1,1,4,0,0
ESTEIO,1,0,1,1,0,1,4,0,1,1,2,2
ESTRELA,2,0,0,0,0,1,1,0,2,2,0,1
ESTRELA VELHA,0,0,0,0,0,0,0,0,1,0,0,0
EUGENIO DE CASTRO,0,0,0,0,0,0,0,0,0,0,0,0
FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,1,0,0
FARROUPILHA,0,0,0,2,1,0,1,1,1,2,1,2
FAXINAL DO SOTURNO,1,0,0,0,0,0,1,0,0,0,0,0
FAXINALZINHO,0,0,0,0,0,0,0,0,0,0,0,0
FAZENDA VILA NOVA,1,0,0,0,0,0,1,0,0,0,2,0
FELIZ,1,0,0,0,0,0,0,0,0,0,0,0
FLORES DA CUNHA,0,0,0,1,0,0,0,0,0,0,1,0
FLORIANO PEIXOTO,0,0,0,0,0,0,0,0,0,0,0,0
FONTOURA XAVIER,0,0,0,0,0,0,1,2,1,0,0,2
FORMIGUEIRO,0,0,0,0,0,0,0,1,0,0,0,0
FORQUETINHA,0,0,0,0,0,0,0,1,0,0,0,0
FORTALEZA DOS VALOS,0,0,1,0,0,0,0,0,0,0,0,0
FREDERICO WESTPHALEN,1,1,0,1,0,1,1,0,0,0,1,3
GARIBALDI,0,1,0,0,1,0,0,0,0,0,0,0
GARRUCHOS,0,0,0,0,0,0,0,0,0,0,0,0
GAURAMA,0,0,0,0,1,1,0,0,0,0,0,0
GENERAL CAMARA,0,0,0,0,0,0,0,1,0,0,0,0
GENTIL,0,0,0,0,0,0,0,0,0,0,0,0
GETULIO VARGAS,1,0,0,0,0,0,0,1,0,0,0,0
GIRUA,0,0,0,0,0,1,0,0,0,0,0,0
GLORINHA,0,0,0,0,0,0,0,0,0,0,0,0
GRAMADO,0,0,3,0,0,0,1,1,0,0,0,1
GRAMADO DOS LOUREIROS,0,0,0,0,0,0,0,0,0,0,0,0
GRAMADO XAVIER,0,0,0,0,1,0,0,0,0,0,0,0
GRAVATAI,9,10,15,9,12,5,10,5,9,5,13,6
GUABIJU,0,0,0,0,0,0,0,0,0,0,0,0
GUAIBA,9,7,7,2,2,3,3,6,2,1,4,2
GUAPORE,0,1,0,1,0,1,3,0,1,0,0,2
GUARANI DAS MISSOES,0,0,0,0,0,0,0,1,0,0,1,0
HARMONIA,0,0,0,0,0,0,0,0,0,0,0,0
HERVAL,0,0,0,0,2,0,0,0,0,0,0,0
HERVEIRAS,0,0,0,1,0,0,0,0,0,0,0,0
HORIZONTINA,0,0,0,0,0,0,0,0,0,0,0,0
HULHA NEGRA,1,0,0,0,0,0,0,0,0,0,0,0
HUMAITA,0,0,0,0,0,0,0,0,0,0,0,0
IBARAMA,0,0,0,0,1,2,0,0,0,0,0,0
IBIACA,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAIARAS,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAPUITA,0,0,0,0,1,0,0,0,0,0,0,0
IBIRUBA,1,0,0,0,0,0,0,0,0,0,0,0
IGREJINHA,2,0,2,0,1,0,0,1,0,0,1,1
IJUI,4,4,1,0,1,3,7,3,0,2,1,0
ILOPOLIS,0,0,0,0,0,0,0,0,0,0,0,0
IMBE,3,3,0,1,1,2,0,0,3,3,1,0
IMIGRANTE,0,0,0,0,0,0,0,0,0,1,0,0
INDEPENDENCIA,0,1,0,0,1,0,0,0,0,1,1,1
INHACORA,0,0,0,0,0,0,0,0,0,0,0,0
IPE,0,0,0,1,0,0,0,0,0,0,0,0
IPIRANGA DO SUL,0,0,0,0,1,0,0,0,0,0,0,0
IRAI,0,0,0,0,0,0,0,0,0,0,1,1
ITAARA,0,0,0,0,0,0,0,1,0,0,0,0
ITACURUBI,0,1,0,0,0,0,0,0,0,0,0,0
ITAPUCA,0,0,0,0,0,0,0,0,0,0,0,0
ITAQUI,0,1,0,1,1,0,0,0,0,0,1,1
ITATI,0,0,0,0,1,0,0,0,0,0,0,0
ITATIBA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
IVORA,0,0,0,0,0,0,0,0,0,0,0,0
IVOTI,0,0,0,1,0,0,0,0,0,1,0,0
JABOTICABA,0,2,0,0,0,0,0,0,0,0,0,0
JACUIZINHO,0,0,0,0,0,0,0,0,0,0,0,1
JACUTINGA,0,0,0,0,0,0,0,0,0,0,0,0
JAGUARAO,1,0,0,1,0,0,0,0,2,1,0,2
JAGUARI,1,0,0,0,0,0,0,0,0,0,0,0
JAQUIRANA,0,0,0,0,0,0,0,0,0,0,0,0
JARI,0,0,0,0,0,0,0,0,0,0,0,0
JOIA,1,0,0,1,0,0,0,0,0,0,1,0
JULIO DE CASTILHOS,2,0,0,1,0,0,0,2,0,0,0,0
LAGOA BONITA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DOS TRES CANTOS,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA VERMELHA,1,0,2,0,0,0,0,1,0,0,0,0
LAGOAO,0,0,0,0,0,0,0,0,0,0,0,0
LAJEADO,2,1,0,0,6,0,3,2,0,1,1,1
LAJEADO DO BUGRE,0,0,1,0,0,0,0,0,0,0,0,0
LAVRAS DO SUL,1,1,0,0,0,0,0,0,0,0,0,0
LIBERATO SALZANO,0,0,0,1,0,0,0,0,0,0,0,0
LINDOLFO COLLOR,0,0,0,0,0,0,0,1,0,1,0,1
LINHA NOVA,0,0,0,0,0,0,0,0,0,0,0,0
MACAMBARA,1,0,0,0,1,0,0,0,0,0,0,0
MACHADINHO,0,0,0,0,0,0,0,0,0,0,0,0
MAMPITUBA,0,0,0,3,0,0,0,0,0,0,0,0
MANOEL VIANA,0,1,0,0,0,0,0,0,0,0,0,0
MAQUINE,0,0,0,0,1,0,0,0,0,0,0,0
MARATA,0,0,0,1,0,0,0,0,0,0,0,1
MARAU,0,2,0,1,0,0,0,2,0,1,1,3
MARCELINO RAMOS,0,0,0,0,0,0,0,0,0,1,0,0
MARIANA PIMENTEL,0,0,0,0,0,0,0,0,0,0,0,0
MARIANO MORO,0,0,0,0,0,0,0,0,0,0,0,0
MARQUES DE SOUZA,0,0,0,0,0,0,0,0,0,0,0,0
MATA,0,0,0,1,0,0,0,0,0,0,0,0
MATO CASTELHANO,0,0,0,0,0,0,0,0,0,1,0,0
MATO LEITAO,0,0,0,0,0,0,0,0,0,0,0,0
MATO QUEIMADO,0,0,0,1,0,0,0,0,0,0,0,0
MAXIMILIANO DE ALMEIDA,0,0,0,0,0,0,0,0,0,0,0,0
MINAS DO LEAO,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGUAI,0,2,0,0,0,0,0,0,0,0,0,0
MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DOS CAMPOS,0,0,0,0,1,0,0,0,0,0,0,0
MONTE BELO DO SUL,0,0,1,0,0,1,0,0,0,0,0,0
MONTENEGRO,2,5,4,0,2,2,3,3,1,2,1,8
MORMACO,0,0,0,0,0,0,0,0,0,0,0,0
MORRINHOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
MORRO REDONDO,0,0,0,0,0,0,1,1,0,0,0,1
MORRO REUTER,0,0,0,0,0,0,0,0,0,0,0,0
MOSTARDAS,0,0,0,0,0,0,0,1,0,0,0,0
MUCUM,0,0,0,0,0,0,0,0,0,1,0,0
MUITOS CAPOES,0,0,0,0,0,0,0,0,0,0,0,2
MULITERNO,0,0,1,0,0,0,0,0,1,0,0,0
NAO ME TOQUE,0,0,0,0,0,1,0,0,1,0,1,0
NICOLAU VERGUEIRO,0,0,0,0,1,0,0,0,0,0,0,0
NONOAI,0,0,0,0,0,1,0,0,1,1,0,0
NOVA ALVORADA,0,0,0,0,0,0,0,1,0,0,0,0
NOVA ARACA,0,0,0,0,0,0,0,0,0,0,0,1
NOVA BASSANO,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BOA VISTA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CANDELARIA,0,0,0,0,0,0,0,0,0,0,0,1
NOVA ESPERANCA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
NOVA HARTZ,2,1,0,2,3,1,3,2,2,0,0,0
NOVA PADUA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,1,0,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,2,3,0,0,0,0,0,0,3,4,0,1
NOVA PRATA,0,0,0,1,0,0,0,0,1,0,1,0
NOVA RAMADA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ROMA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
NOVA SANTA RITA,2,0,0,0,0,0,0,0,1,0,1,0
NOVO BARREIRO,0,0,0,0,0,0,0,0,0,2,1,0
NOVO CABRAIS,0,0,0,0,0,0,0,0,0,0,0,0
NOVO HAMBURGO,10,0,6,7,8,4,4,3,6,7,7,4
NOVO MACHADO,0,0,0,0,0,0,0,0,0,0,0,0
NOVO TIRADENTES,0,0,0,0,0,0,0,0,0,0,0,0
NOVO XINGU,0,0,0,0,0,0,0,0,0,0,0,0
OSORIO,0,0,2,1,0,0,1,2,2,3,1,1
PAIM FILHO,0,0,0,0,0,0,1,0,0,0,0,0
PALMARES DO SUL,3,4,0,1,1,0,0,0,0,0,0,0
PALMEIRA DAS MISSOES,0,1,0,1,0,0,0,0,0,0,0,2
PALMITINHO,0,1,0,0,0,0,0,0,0,0,0,0
PANAMBI,2,0,1,0,1,0,0,1,2,0,0,1
PANTANO GRANDE,0,0,0,0,1,0,0,0,1,0,0,0
PARAI,0,0,0,0,0,0,0,0,0,1,0,0
PARAISO DO SUL,0,0,0,0,0,0,0,0,0,0,0,1
PARECI NOVO,0,0,0,0,0,0,0,0,0,0,0,0
PAROBE,0,2,0,3,1,1,0,1,1,1,0,1
PASSA SETE,0,0,0,0,0,0,0,0,0,0,0,0
PASSO DO SOBRADO,0,0,0,1,0,0,0,0,0,0,0,0
PASSO FUNDO,12,7,8,1,7,8,7,8,7,8,2,10
PAULO BENTO,0,0,0,0,0,0,0,0,0,0,0,0
PAVERAMA,0,0,0,0,0,1,0,0,0,0,0,0
PEDRAS ALTAS,0,0,0,0,0,0,0,0,0,0,0,2
PEDRO OSORIO,0,0,1,0,0,0,0,0,0,0,0,0
PEJUCARA,1,0,0,0,0,0,0,1,0,0,0,0
PELOTAS,9,9,9,4,6,2,6,5,4,5,3,5
PICADA CAFE,0,0,0,0,0,0,0,0,0,0,0,0
PINHAL,0,0,0,0,0,0,0,0,0,0,0,0
PINHAL DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0
PINHAL GRANDE,0,0,0,1,0,0,0,0,0,0,2,0
PINHEIRINHO DO VALE,0,0,1,0,0,0,0,0,1,0,0,0
PINHEIRO MACHADO,0,0,0,1,0,0,0,0,0,0,0,0
PINTO BANDEIRA,0,0,0,0,0,0,0,0,0,0,0,0
PIRAPO,3,0,0,0,0,0,0,0,0,0,0,0
PIRATINI,0,1,1,0,0,2,0,0,0,0,0,0
PLANALTO,0,1,0,0,0,1,0,1,1,0,0,0
POCO DAS ANTAS,0,0,0,0,0,0,0,0,0,0,0,0
PONTAO,0,0,0,0,0,0,0,0,0,0,0,0
PONTE PRETA,0,0,0,0,0,0,0,0,0,0,0,0
PORTAO,3,1,0,1,0,1,0,0,3,0,3,2
PORTO ALEGRE,32,25,27,26,32,29,19,46,22,25,20,28
PORTO LUCENA,0,0,0,0,0,1,0,0,0,0,0,0
PORTO MAUA,0,0,0,0,0,0,0,0,0,0,0,0
PORTO VERA CRUZ,0,0,0,0,0,0,0,0,0,0,0,0
PORTO XAVIER,0,0,0,2,0,1,0,0,0,0,0,0
POUSO NOVO,0,0,1,0,0,0,0,0,0,0,0,0
PRESIDENTE LUCENA,0,0,0,0,0,0,0,0,0,0,0,1
PROGRESSO,0,0,1,1,0,0,0,0,0,0,0,0
PROTASIO ALVES,0,0,0,0,0,0,0,0,0,0,0,0
PUTINGA,0,0,0,0,0,0,0,0,0,0,0,0
QUARAI,0,0,0,0,0,0,1,0,1,0,1,3
QUATRO IRMAOS,0,0,0,0,0,0,1,0,0,0,0,0
QUEVEDOS,0,0,0,1,0,0,0,0,0,0,0,0
QUINZE DE NOVEMBRO,0,0,0,0,0,0,0,0,0,0,0,0
REDENTORA,0,0,0,0,0,0,0,0,0,0,1,0
RELVADO,0,0,0,0,1,0,0,0,0,0,0,0
RESTINGA SECA,0,0,0,1,0,1,0,1,0,0,0,1
RIO DOS INDIOS,0,0,0,0,0,0,0,0,0,0,0,0
RIO GRANDE,1,4,4,7,6,1,2,2,2,1,1,1
RIO PARDO,0,0,0,1,0,0,0,0,0,1,0,0
RIOZINHO,0,0,0,0,1,0,0,0,0,0,0,0
ROCA SALES,0,2,1,0,0,0,0,1,0,0,0,1
RODEIO BONITO,0,0,0,0,1,0,0,1,0,0,0,0
ROLADOR,0,0,0,1,0,0,0,0,0,0,0,0
ROLANTE,2,0,0,1,0,0,0,0,1,0,1,0
RONDA ALTA,0,0,0,0,0,0,0,1,0,0,0,0
RONDINHA,0,0,0,0,0,0,0,0,0,0,0,0
ROQUE GONZALES,0,0,0,0,0,0,0,0,0,0,0,0
ROSARIO DO SUL,2,0,1,0,1,0,0,0,0,0,1,0
SAGRADA FAMILIA,0,0,0,0,0,0,0,0,0,0,0,0
SALDANHA MARINHO,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,2,1,0,0,0,0,0,0,1,0,0,1
SALVADOR DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0
SALVADOR DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SANANDUVA,3,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA DO SUL,0,0,0,1,0,0,0,1,0,1,0,2
SANTA CECILIA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CLARA DO SUL,1,0,0,0,0,0,0,0,0,1,0,0
SANTA CRUZ DO SUL,3,1,3,1,3,1,2,6,0,1,2,5
SANTA MARGARIDA DO SUL,0,0,0,0,0,0,0,0,0,1,0,0
SANTA MARIA,9,7,5,4,6,8,4,8,5,4,4,2
SANTA MARIA DO HERVAL,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA,1,2,0,1,4,0,2,1,1,6,1,1
SANTA TEREZA,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,1,0,1,0,0,0,1,1,0,3,0,0
SANTANA DA BOA VISTA,0,0,0,2,1,0,1,0,1,1,0,1
SANTANA DO LIVRAMENTO,1,2,0,1,0,1,1,2,0,0,1,0
SANTIAGO,1,0,0,0,0,0,0,0,0,0,0,0
SANTO ANGELO,1,1,1,2,1,0,0,0,2,0,4,0
SANTO ANTONIO DA PATRULHA,0,3,1,1,1,1,0,1,0,1,2,1
SANTO ANTONIO DAS MISSOES,0,0,0,0,1,0,0,0,0,1,0,1
SANTO ANTONIO DO PALMA,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO PLANALTO,0,0,0,0,0,0,0,0,0,0,0,0
SANTO AUGUSTO,0,0,0,0,1,0,0,0,0,0,0,1
SANTO CRISTO,3,0,0,0,1,0,0,0,0,0,0,0
SANTO EXPEDITO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO BORJA,2,2,1,1,2,1,0,0,1,1,0,1
SAO DOMINGOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,3,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE PAULA,1,0,1,0,1,1,1,0,0,1,4,1
SAO GABRIEL,0,0,0,0,1,0,0,0,0,0,2,1
SAO JERONIMO,0,0,0,0,0,0,0,0,2,0,1,0
SAO JOAO DA URTIGA,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO POLESINE,2,0,0,0,0,0,0,0,0,0,0,2
SAO JORGE,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HORTENCIO,0,0,0,0,0,0,0,0,0,1,0,0
SAO JOSE DO INHACORA,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,1,0,0,0,1,2,0,0,0,3,0,0
SAO JOSE DO OURO,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS AUSENTES,0,0,0,0,0,1,0,0,0,0,0,0
SAO LEOPOLDO,4,2,5,3,5,2,7,6,5,3,8,6
SAO LOURENCO DO SUL,0,1,0,0,0,0,1,0,0,1,0,0
SAO LUIZ GONZAGA,1,2,1,0,1,1,1,0,0,0,1,1
SAO MARCOS,0,0,0,0,0,0,0,0,0,0,1,0
SAO MARTINHO,2,0,0,0,0,0,0,0,0,0,0,0
SAO MARTINHO DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0
