Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
SAO MIGUEL DAS MISSOES,1,4,3,2,1,0,2,1,2,3,1,0
SAO NICOLAU,1,8,4,1,3,1,2,3,2,1,6,4
SAO PAULO DAS MISSOES,1,3,0,1,1,0,1,2,1,0,5,1
SAO PEDRO DA SERRA,0,2,0,0,0,0,0,0,0,0,0,1
SAO PEDRO DAS MISSOES,0,0,0,0,0,2,0,0,1,1,0,0
SAO PEDRO DO BUTIA,0,0,0,0,1,0,1,0,0,0,0,0
SAO PEDRO DO SUL,2,6,4,3,5,1,9,5,5,3,7,6
SAO SEBASTIAO DO CAI,15,10,9,10,6,3,9,3,2,10,7,7
SAO SEPE,9,8,7,8,8,3,7,8,1,2,1,12
SAO VALENTIM,2,0,1,0,2,1,1,1,0,0,0,0
SAO VALENTIM DO SUL,0,0,0,0,0,0,0,0,1,1,0,0
SAO VALERIO DO SUL,0,0,0,0,1,1,3,0,1,0,0,0
SAO VENDELINO,0,1,0,0,0,0,0,1,0,0,0,0
SAO VICENTE DO SUL,8,3,3,0,4,2,0,3,5,2,4,6
SAPIRANGA,31,23,21,21,15,17,16,18,13,28,31,18
SAPUCAIA DO SUL,51,37,36,33,36,33,33,45,32,31,41,42
SARANDI,10,8,6,2,2,4,0,3,8,6,8,4
SEBERI,5,2,7,5,1,2,1,5,3,2,3,3
SEDE NOVA,1,0,1,0,2,2,0,4,2,0,0,0
SEGREDO,3,2,3,1,0,1,1,3,0,2,4,1
SELBACH,2,1,1,1,2,1,0,0,1,1,0,1
SENADOR SALGADO FILHO,1,0,0,0,0,0,0,1,1,0,1,1
SENTINELA DO SUL,1,0,0,0,1,0,0,0,1,1,0,2
SERAFINA CORREA,1,5,4,2,6,5,2,4,2,5,1,5
SERIO,0,1,0,0,0,0,0,0,0,0,0,0
SERTAO,4,0,2,0,0,2,0,0,1,2,1,0
SERTAO SANTANA,0,2,0,0,1,1,2,1,0,1,0,0
SETE DE SETEMBRO,0,0,1,2,1,0,0,2,1,0,3,0
SEVERIANO DE ALMEIDA,2,2,3,0,1,0,2,0,1,0,0,0
SILVEIRA MARTINS,0,0,1,0,0,0,0,2,0,0,0,0
SINIMBU,2,1,1,1,0,2,2,4,2,2,2,2
SOBRADINHO,5,14,9,4,1,6,5,2,3,4,12,11
SOLEDADE,14,14,11,14,12,12,13,16,12,19,11,23
TABAI,0,0,0,1,1,2,0,1,2,1,0,0
TAPEJARA,15,14,9,7,12,6,5,9,3,8,6,3
TAPERA,6,0,2,4,1,6,4,5,2,4,3,1
TAPES,4,2,3,4,5,7,4,4,3,3,3,2
TAQUARA,13,19,15,16,17,15,7,18,8,16,21,23
TAQUARI,7,3,7,7,5,6,2,9,6,5,5,1
TAQUARUCU DO SUL,0,0,2,1,1,1,0,0,0,1,1,2
TAVARES,0,0,1,0,2,3,1,0,0,1,0,0
TENENTE PORTELA,9,6,5,5,6,2,5,8,5,8,8,8
TERRA DE AREIA,1,1,3,2,5,5,2,2,4,5,4,2
TEUTONIA,11,9,10,5,6,5,5,10,3,4,6,2
TIO HUGO,1,0,0,0,1,4,1,0,0,0,0,1
TIRADENTES DO SUL,0,2,2,1,0,0,1,1,1,2,2,0
TOROPI,2,0,0,3,0,0,1,0,1,0,2,1
TORRES,19,17,22,14,12,14,12,27,14,15,11,21
TRAMANDAI,38,26,22,16,15,16,19,20,11,22,19,24
TRAVESSEIRO,0,0,0,0,0,0,0,1,0,0,0,0
TRES ARROIOS,0,2,0,1,0,1,1,0,0,0,0,2
TRES CACHOEIRAS,4,2,4,2,0,1,3,5,3,6,6,5
TRES COROAS,9,3,3,2,3,0,1,3,4,4,4,3
TRES DE MAIO,8,7,5,7,5,10,10,5,13,8,7,1
TRES FORQUILHAS,1,0,0,0,0,0,0,1,2,0,1,0
TRES PALMEIRAS,1,1,0,0,0,1,2,0,0,1,1,0
TRES PASSOS,7,9,8,11,7,3,10,12,11,5,11,12
TRINDADE DO SUL,3,1,2,2,1,2,3,3,3,5,0,2
TRIUNFO,14,7,8,12,10,4,9,4,4,2,6,4
TUCUNDUVA,1,2,1,0,0,1,2,0,2,1,1,1
TUNAS,0,2,1,3,0,0,0,0,1,0,0,0
TUPANCI DO SUL,1,0,0,0,1,1,0,0,0,0,0,1
TUPANCIRETA,11,8,7,5,5,5,7,7,4,5,6,9
TUPANDI,1,1,3,0,2,2,0,0,1,2,1,0
TUPARENDI,3,2,5,0,3,5,0,2,7,3,1,5
TURUCU,1,0,0,2,0,0,1,0,0,2,2,1
UBIRETAMA,1,0,0,0,0,0,0,1,0,0,0,0
UNIAO DA SERRA,1,0,0,0,0,1,0,0,0,0,0,0
UNISTALDA,0,0,0,0,0,1,1,0,3,0,0,0
URUGUAIANA,28,29,19,37,36,20,32,25,25,27,34,30
VACARIA,26,22,27,27,32,24,25,26,19,19,19,29
VALE DO SOL,2,0,2,4,1,0,1,1,2,2,1,3
VALE REAL,1,0,1,0,1,0,1,1,1,2,3,0
VALE VERDE,1,1,0,0,1,1,0,0,0,0,0,1
VANINI,0,0,0,0,0,0,1,0,1,0,0,0
VENANCIO AIRES,17,21,17,17,17,16,14,19,22,14,24,23
VERA CRUZ,7,10,13,9,7,8,15,9,4,4,8,8
VERANOPOLIS,5,3,2,3,10,3,4,5,4,7,0,6
VESPASIANO CORREA,1,0,0,0,0,1,0,1,1,0,0,0
VIADUTOS,2,1,0,0,0,2,0,3,2,2,1,6
VIAMAO,85,64,75,67,57,55,53,54,52,64,66,55
VICENTE DUTRA,0,1,4,4,3,4,3,2,5,0,1,0
VICTOR GRAEFF,0,0,1,0,0,0,0,0,2,0,0,0
VILA FLORES,0,0,0,0,1,0,0,0,0,0,0,0
VILA LANGARO,0,0,0,0,0,0,0,0,1,0,1,0
VILA MARIA,0,0,0,0,2,0,0,0,1,0,0,0
VILA NOVA DO SUL,2,1,2,1,1,1,0,1,1,0,0,1
VISTA ALEGRE,0,1,0,0,0,0,0,0,0,0,0,1
VISTA ALEGRE DO PRATA,0,0,0,0,0,0,0,0,0,0,0,0
VISTA GAUCHA,2,1,0,0,0,0,0,1,0,0,1,1
VITORIA DAS MISSOES,1,0,0,0,0,0,1,0,1,0,0,1
WESTFALIA,0,1,2,0,0,0,0,0,2,0,0,1
XANGRILA,17,9,5,7,7,3,2,12,3,2,6,4
Geral,3373,2971,3206,2629,2597,2479,2575,2717,2459,2644,2790,2961
