Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
CAMPO NOVO,2,1,0,2,0,0,1,0,1,0,2,1
CAMPOS BORGES,4,0,1,0,0,0,0,1,0,0,0,3
CANDELARIA,8,5,3,5,2,1,4,4,0,2,7,8
CANDIDO GODOI,0,2,0,1,0,0,0,0,0,0,0,1
CANDIOTA,1,3,4,0,2,0,1,0,0,1,2,1
CANELA,15,8,6,12,4,9,16,3,11,12,11,10
CANGUCU,3,3,4,4,3,3,4,4,4,3,6,1
CANOAS,56,66,46,50,46,49,49,49,46,64,62,61
CANUDOS DO VALE,0,0,0,0,0,0,0,0,0,0,0,0
CAPAO BONITO DO SUL,0,0,2,0,1,0,0,0,0,0,0,0
CAPAO DA CANOA,29,26,18,14,13,12,9,10,12,14,12,24
CAPAO DO CIPO,2,0,0,0,0,1,0,0,0,0,0,0
CAPAO DO LEAO,4,4,2,3,1,1,1,7,1,2,3,10
CAPELA DE SANTANA,2,0,2,2,0,0,1,0,0,1,0,0
CAPITAO,0,0,0,0,0,0,1,0,0,0,0,0
CAPIVARI DO SUL,1,0,0,0,0,0,0,0,0,1,0,0
CARAA,1,0,0,0,1,0,0,1,0,0,1,2
CARAZINHO,10,10,14,16,3,10,13,7,9,7,6,10
CARLOS BARBOSA,0,5,2,2,3,0,0,2,6,0,3,2
CARLOS GOMES,0,1,0,0,0,0,0,0,0,0,0,0
CASCA,1,0,1,0,1,0,0,0,2,0,3,1
CASEIROS,0,0,0,0,0,1,0,0,1,0,1,0
CATUIPE,2,1,3,2,0,1,2,0,1,1,0,2
CAXIAS DO SUL,49,61,42,41,47,38,55,42,37,54,54,70
CENTENARIO,0,1,0,0,0,0,0,1,0,1,0,0
CERRITO,0,2,0,0,0,0,0,0,2,0,1,0
CERRO BRANCO,1,0,1,0,2,0,0,0,1,1,0,0
CERRO GRANDE,0,1,0,1,0,0,0,0,0,1,0,2
CERRO GRANDE DO SUL,2,2,0,0,0,1,2,0,0,1,3,1
CERRO LARGO,2,0,1,0,0,3,0,1,1,0,1,4
CHAPADA,0,0,0,0,0,0,0,0,1,0,1,0
CHARQUEADAS,4,6,4,3,3,5,6,10,4,3,4,2
CHARRUA,0,0,0,1,0,0,0,0,0,0,0,0
CHIAPETTA,0,1,0,0,0,0,1,1,0,0,1,2
CHUI,0,1,0,0,0,0,0,4,4,2,1,2
CHUVISCA,0,0,0,0,0,0,1,0,0,2,0,0
CIDREIRA,12,10,4,1,5,1,4,3,3,8,3,4
CIRIACO,1,0,0,0,0,1,0,0,0,1,0,0
COLINAS,0,0,0,0,0,0,1,0,0,0,0,0
COLORADO,1,0,1,0,0,2,1,0,0,0,0,0
CONDOR,3,1,0,1,0,0,0,1,0,1,0,1
CONSTANTINA,0,2,3,1,1,0,2,1,1,4,0,2
COQUEIRO BAIXO,0,0,0,1,0,0,1,0,0,0,0,0
COQUEIROS DO SUL,0,0,0,0,1,0,2,0,0,0,0,0
CORONEL BARROS,0,0,0,0,0,0,1,1,0,0,0,1
CORONEL BICACO,0,0,0,1,0,3,3,3,0,1,1,0
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0
COTIPORA,0,0,0,1,0,1,0,0,0,0,0,1
COXILHA,1,0,0,0,0,0,0,0,0,0,2,1
CRISSIUMAL,2,1,2,1,1,1,1,2,3,0,4,1
CRISTAL,1,0,0,1,1,0,3,2,0,1,1,3
CRISTAL DO SUL,0,0,0,0,0,0,1,0,0,0,0,0
CRUZ ALTA,14,11,5,10,7,6,10,6,12,8,11,16
CRUZALTENSE,1,0,0,0,0,0,1,0,0,0,0,0
CRUZEIRO DO SUL,1,3,0,1,2,0,1,0,0,2,1,1
DAVID CANABARRO,0,0,0,1,0,0,0,0,0,0,0,0
DERRUBADAS,0,0,0,0,0,0,0,0,1,1,0,3
DEZESSEIS DE NOVEMBRO,0,0,0,0,0,0,0,0,0,0,0,0
DILERMANDO DE AGUIAR,0,0,0,0,0,0,0,0,0,0,0,1
DOIS IRMAOS,5,6,5,5,1,1,0,2,3,5,6,4
DOIS IRMAOS DAS MISSOES,0,0,0,0,0,0,0,1,0,0,0,0
DOIS LAJEADOS,0,0,0,1,0,0,0,1,1,0,1,0
DOM FELICIANO,0,2,1,3,2,0,2,0,2,1,1,2
DOM PEDRITO,4,5,5,7,5,6,9,5,5,5,2,6
DOM PEDRO DE ALCANTARA,1,0,0,0,0,0,2,0,0,0,0,0
DONA FRANCISCA,1,1,1,0,1,0,0,3,1,0,0,0
DR MAURICIO CARDOSO,1,1,2,0,0,0,0,0,3,3,0,1
DOUTOR RICARDO,0,0,1,0,0,0,0,0,0,0,0,1
ELDORADO DO SUL,5,3,5,6,6,3,3,4,5,9,9,5
ENCANTADO,0,3,0,3,2,3,1,2,3,2,0,4
ENCRUZILHADA DO SUL,1,1,3,2,5,3,1,2,3,6,3,3
ENGENHO VELHO,1,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DO SUL,0,0,0,2,0,0,1,0,0,1,0,1
ENTRE IJUIS,2,0,0,1,1,1,2,0,1,1,0,2
EREBANGO,0,1,1,0,1,2,0,0,0,0,0,0
ERECHIM,37,23,37,23,26,16,23,24,20,25,33,38
ERNESTINA,1,1,0,0,0,0,0,0,0,0,2,0
ERVAL GRANDE,3,3,1,0,1,0,1,1,2,3,3,4
ERVAL SECO,0,1,1,0,0,0,0,0,1,0,0,0
ESMERALDA,1,3,2,1,0,2,2,1,1,1,0,0
ESPERANCA DO SUL,0,0,0,0,0,3,0,0,0,0,0,1
ESPUMOSO,2,4,2,1,1,2,4,3,2,1,0,1
ESTACAO,0,3,0,1,2,2,2,0,0,1,1,1
ESTANCIA VELHA,9,7,6,7,2,3,6,7,4,9,10,5
ESTEIO,19,11,10,12,7,8,11,11,9,16,11,19
ESTRELA,2,4,3,0,2,3,0,3,0,4,4,5
ESTRELA VELHA,0,1,1,0,0,1,1,0,0,1,0,1
EUGENIO DE CASTRO,1,0,1,0,0,0,0,0,0,0,1,0
FAGUNDES VARELA,0,0,0,0,0,1,0,0,0,0,2,0
FARROUPILHA,10,4,8,3,2,3,5,5,5,8,10,13
FAXINAL DO SOTURNO,3,0,1,3,0,0,1,0,0,1,0,2
FAXINALZINHO,1,0,0,0,0,0,0,0,2,0,1,0
FAZENDA VILA NOVA,1,0,2,0,0,3,0,0,4,1,2,1
FELIZ,3,0,1,1,1,1,2,1,3,0,0,1
FLORES DA CUNHA,3,2,2,4,5,2,2,3,4,6,3,3
FLORIANO PEIXOTO,0,1,1,0,0,0,1,0,0,0,0,0
FONTOURA XAVIER,1,0,1,0,0,3,1,0,3,1,0,3
FORMIGUEIRO,0,1,1,1,1,1,2,0,0,0,0,0
FORQUETINHA,1,0,0,0,0,0,0,0,0,1,0,0
FORTALEZA DOS VALOS,0,1,0,0,0,0,0,0,0,0,0,0
FREDERICO WESTPHALEN,8,3,13,2,2,4,2,3,4,5,4,11
GARIBALDI,3,2,10,4,3,1,2,4,0,4,5,2
GARRUCHOS,0,0,1,0,0,0,0,0,0,0,0,0
GAURAMA,0,0,0,0,1,1,1,1,0,1,0,1
GENERAL CAMARA,1,4,2,0,0,0,0,0,0,1,0,2
GENTIL,0,0,0,0,0,1,0,0,0,0,0,0
GETULIO VARGAS,6,2,3,2,1,1,2,3,4,4,6,2
GIRUA,3,1,2,0,0,0,2,1,5,5,0,5
GLORINHA,0,0,0,1,0,0,0,0,2,0,1,1
GRAMADO,12,11,4,6,7,10,7,7,5,4,3,9
GRAMADO DOS LOUREIROS,0,0,0,0,0,0,0,1,0,0,0,0
GRAMADO XAVIER,0,0,0,0,0,1,0,0,0,0,1,0
GRAVATAI,33,38,39,32,24,24,27,42,32,37,32,46
GUABIJU,0,0,0,0,0,0,0,0,0,0,1,1
GUAIBA,4,14,18,7,11,5,9,17,10,15,16,21
GUAPORE,5,3,4,2,3,2,1,1,4,0,1,3
GUARANI DAS MISSOES,3,1,0,0,0,0,3,0,2,2,0,3
HARMONIA,0,1,0,0,1,0,0,0,0,0,0,1
HERVAL,0,0,1,2,0,0,1,1,2,0,1,1
HERVEIRAS,0,1,0,0,0,0,0,1,0,1,0,0
HORIZONTINA,6,6,3,2,4,3,5,4,3,6,1,4
HULHA NEGRA,0,1,2,0,0,1,0,0,0,0,0,0
HUMAITA,1,0,0,0,0,0,1,0,0,0,0,0
IBARAMA,0,0,3,0,0,0,0,1,1,0,0,0
IBIACA,0,1,0,1,0,0,0,1,0,0,0,0
IBIRAIARAS,0,0,0,1,0,0,2,0,0,1,0,1
IBIRAPUITA,1,1,2,0,0,0,0,0,1,0,0,1
IBIRUBA,1,3,2,2,0,2,1,1,1,3,0,1
IGREJINHA,7,2,7,7,1,4,6,5,7,13,4,19
IJUI,23,10,14,14,15,13,22,11,17,12,22,20
ILOPOLIS,0,1,2,0,2,3,0,0,0,0,2,0
IMBE,15,10,7,4,5,3,8,5,9,5,9,9
IMIGRANTE,0,3,0,0,1,0,0,0,0,0,0,0
INDEPENDENCIA,0,0,1,0,0,1,0,0,1,0,1,1
INHACORA,1,0,0,0,0,0,0,0,1,0,0,0
IPE,0,0,0,0,0,0,1,0,0,2,0,2
IPIRANGA DO SUL,0,0,0,0,0,0,1,0,1,0,0,0
IRAI,4,1,2,2,0,0,1,0,1,0,1,0
ITAARA,0,0,0,1,0,1,0,0,1,3,0,0
ITACURUBI,2,0,1,0,1,0,0,0,0,1,0,1
ITAPUCA,0,0,0,0,0,0,0,0,0,0,1,0
ITAQUI,7,4,8,6,6,4,8,3,6,5,4,10
ITATI,0,1,0,0,0,0,0,0,0,0,0,0
ITATIBA DO SUL,0,1,0,0,2,0,0,0,0,0,1,0
IVORA,0,0,0,0,0,0,0,0,0,0,0,0
IVOTI,0,0,4,2,2,1,1,1,1,0,4,0
JABOTICABA,0,1,0,0,0,0,0,0,1,0,0,0
JACUIZINHO,0,0,0,0,0,0,1,0,0,0,0,0
JACUTINGA,0,0,0,0,0,0,2,1,0,0,0,0
JAGUARAO,4,9,3,5,2,3,1,1,3,3,4,5
JAGUARI,0,1,1,0,2,1,2,0,1,2,2,3
JAQUIRANA,2,2,0,0,0,0,0,0,0,0,0,1
JARI,0,0,0,0,0,0,0,0,0,0,0,0
JOIA,0,1,1,1,0,0,0,0,2,0,0,1
JULIO DE CASTILHOS,2,7,3,3,3,1,4,2,2,3,4,5
LAGOA BONITA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DOS TRES CANTOS,0,0,0,0,0,0,0,0,0,0,1,0
LAGOA VERMELHA,4,4,8,7,3,1,3,1,6,3,5,6
LAGOAO,1,0,1,2,0,1,1,0,0,0,1,1
LAJEADO,10,9,13,8,5,8,15,11,7,11,9,10
LAJEADO DO BUGRE,0,0,0,0,0,0,1,0,0,1,0,1
LAVRAS DO SUL,0,1,1,2,1,1,1,2,0,2,2,4
LIBERATO SALZANO,0,0,0,1,0,0,0,1,0,0,0,0
LINDOLFO COLLOR,0,1,0,1,0,1,0,0,0,2,0,1
LINHA NOVA,0,0,0,0,0,0,0,0,0,0,0,0
MACAMBARA,0,0,0,1,0,0,0,1,0,0,1,0
MACHADINHO,0,1,0,1,0,1,3,3,1,3,1,1
MAMPITUBA,0,1,0,0,0,1,0,0,0,0,0,0
MANOEL VIANA,2,0,0,0,1,0,0,1,1,1,0,2
MAQUINE,2,1,0,0,1,0,1,0,0,2,2,0
MARATA,0,0,0,0,0,0,0,0,0,0,0,1
MARAU,4,4,0,5,9,5,8,9,6,8,4,2
MARCELINO RAMOS,0,0,1,0,0,0,1,2,0,0,0,0
MARIANA PIMENTEL,0,0,0,0,0,1,0,0,0,0,0,2
MARIANO MORO,0,0,1,0,0,0,0,1,0,0,0,0
MARQUES DE SOUZA,1,0,0,0,0,0,0,0,0,1,0,0
MATA,0,1,0,0,0,0,1,0,1,0,0,0
MATO CASTELHANO,0,2,1,0,0,0,0,0,0,0,0,1
MATO LEITAO,1,0,0,0,0,1,1,1,0,1,0,1
MATO QUEIMADO,0,1,0,0,0,0,0,0,2,0,0,0
MAXIMILIANO DE ALMEIDA,0,0,0,1,1,1,0,0,0,1,1,2
MINAS DO LEAO,1,1,0,0,1,2,1,0,0,2,0,1
MIRAGUAI,3,2,1,2,1,1,0,0,0,0,0,0
MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DOS CAMPOS,0,1,1,0,0,0,0,0,1,0,0,0
MONTE BELO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,4,12,5,6,8,3,11,8,3,11,6,10
MORMACO,0,2,0,0,0,0,0,0,0,0,0,0
MORRINHOS DO SUL,0,0,0,0,0,0,0,1,0,0,0,0
MORRO REDONDO,1,0,1,0,0,0,0,0,0,0,1,1
MORRO REUTER,0,0,1,0,0,0,0,0,1,0,0,0
MOSTARDAS,0,3,2,2,0,1,1,1,0,0,0,1
MUCUM,1,1,1,3,0,0,0,0,0,0,0,1
MUITOS CAPOES,0,0,0,0,0,0,0,0,0,2,1,0
MULITERNO,1,0,0,0,0,0,0,0,0,0,0,0
NAO ME TOQUE,4,3,4,3,2,1,1,4,3,5,0,4
NICOLAU VERGUEIRO,1,0,0,0,0,0,0,1,0,0,0,0
NONOAI,2,2,0,2,4,0,4,1,0,1,2,2
NOVA ALVORADA,0,0,0,1,0,0,0,0,1,1,0,1
NOVA ARACA,0,1,0,0,0,0,2,0,1,0,0,0
NOVA BASSANO,1,1,0,1,1,0,2,1,1,1,0,0
NOVA BOA VISTA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,1,0,0,0,0,1,0,1,0,0,0,0
NOVA CANDELARIA,0,0,1,0,0,0,0,0,2,0,0,0
NOVA ESPERANCA DO SUL,1,2,0,0,0,2,0,0,0,0,0,1
NOVA HARTZ,0,2,2,4,1,1,1,5,1,0,1,6
NOVA PADUA,0,0,1,0,0,0,0,1,0,0,0,0
NOVA PALMA,0,1,1,3,1,0,0,1,0,0,2,2
NOVA PETROPOLIS,2,3,1,4,1,0,0,0,2,1,3,2
NOVA PRATA,4,6,3,2,1,1,5,2,1,4,2,4
NOVA RAMADA,1,0,0,0,0,0,0,0,0,0,0,0
NOVA ROMA DO SUL,0,0,0,0,0,0,2,0,0,0,0,1
NOVA SANTA RITA,8,4,6,5,2,3,6,1,11,3,4,4
NOVO BARREIRO,2,1,0,0,0,0,0,0,0,0,1,0
NOVO CABRAIS,0,0,1,1,0,0,0,0,0,0,1,2
NOVO HAMBURGO,38,29,28,23,17,18,19,21,20,29,25,27
NOVO MACHADO,0,0,0,0,0,0,0,1,0,2,0,0
NOVO TIRADENTES,0,0,1,0,0,0,0,0,1,1,0,1
NOVO XINGU,0,0,0,0,0,0,0,0,0,0,0,0
OSORIO,12,9,8,3,6,2,10,12,7,7,6,6
PAIM FILHO,0,0,0,0,0,1,1,0,1,0,0,0
PALMARES DO SUL,3,5,3,1,3,1,2,0,3,2,2,2
PALMEIRA DAS MISSOES,5,3,4,6,5,2,5,3,4,7,7,5
PALMITINHO,2,0,0,1,0,0,1,2,1,1,1,2
PANAMBI,7,5,8,6,3,3,4,6,2,5,10,9
PANTANO GRANDE,1,0,2,0,1,3,0,0,0,2,0,1
PARAI,1,0,0,0,0,0,2,0,1,2,1,2
PARAISO DO SUL,1,0,2,0,0,1,0,0,1,0,1,0
PARECI NOVO,0,0,0,0,0,1,0,0,1,1,0,1
PAROBE,9,13,12,11,10,3,8,10,5,4,7,13
PASSA SETE,0,0,0,1,0,1,1,0,1,0,2,2
PASSO DO SOBRADO,2,0,0,1,0,0,1,0,0,0,0,4
PASSO FUNDO,53,43,33,32,30,20,34,28,34,37,43,57
PAULO BENTO,0,0,1,0,0,1,0,0,0,0,0,0
PAVERAMA,0,0,0,0,1,0,1,0,2,2,1,1
PEDRAS ALTAS,0,0,0,0,0,1,0,0,0,0,0,1
PEDRO OSORIO,1,3,0,1,0,3,1,0,1,1,0,2
PEJUCARA,2,0,0,0,0,0,0,0,1,0,0,3
PELOTAS,71,46,61,52,48,51,43,59,52,47,70,65
PICADA CAFE,1,0,0,0,0,0,0,1,0,0,0,0
PINHAL,0,0,0,1,0,0,0,0,0,0,0,0
PINHAL DA SERRA,0,0,0,0,0,0,0,0,0,0,0,1
PINHAL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRINHO DO VALE,0,1,0,1,0,0,0,0,0,1,1,0
PINHEIRO MACHADO,1,1,2,3,1,1,1,2,0,2,1,0
PINTO BANDEIRA,1,0,0,0,0,1,0,0,0,1,0,0
PIRAPO,0,2,0,0,0,0,0,1,0,1,0,0
PIRATINI,1,1,5,4,0,1,2,1,4,2,3,4
PLANALTO,3,0,1,2,1,1,0,0,0,1,1,6
POCO DAS ANTAS,0,1,1,0,0,0,0,0,0,1,0,0
PONTAO,0,1,0,0,0,0,0,0,1,0,0,1
PONTE PRETA,0,0,0,0,0,0,0,0,0,0,0,0
PORTAO,7,2,2,5,2,3,1,4,2,4,4,9
PORTO ALEGRE,234,202,226,189,173,138,158,193,159,208,212,232
PORTO LUCENA,0,1,0,0,1,0,1,1,0,0,0,0
PORTO MAUA,0,1,0,0,0,1,0,0,0,0,0,0
PORTO VERA CRUZ,0,0,0,0,0,0,1,0,1,0,0,1
PORTO XAVIER,2,1,0,0,0,0,1,0,0,3,2,0
POUSO NOVO,0,0,0,0,0,0,2,1,0,0,0,1
PRESIDENTE LUCENA,0,0,0,0,0,0,0,0,0,0,0,0
PROGRESSO,1,0,3,0,0,1,2,1,0,0,0,1
PROTASIO ALVES,2,0,0,0,0,0,0,0,1,1,0,0
PUTINGA,0,0,1,0,0,0,1,0,0,0,0,0
QUARAI,3,2,4,3,4,5,6,5,6,5,0,6
QUATRO IRMAOS,1,0,0,0,0,0,0,0,0,2,0,0
QUEVEDOS,0,0,0,0,0,0,0,1,0,0,0,0
QUINZE DE NOVEMBRO,0,0,1,0,0,0,2,0,1,0,1,1
REDENTORA,2,0,3,2,3,0,2,2,1,2,2,8
RELVADO,0,1,1,0,0,0,0,0,0,0,0,0
RESTINGA SECA,2,1,2,3,1,3,1,2,0,0,0,1
RIO DOS INDIOS,0,0,1,0,0,0,0,0,0,1,0,0
RIO GRANDE,49,41,25,22,18,23,22,21,27,29,29,37
RIO PARDO,9,4,3,9,6,4,3,5,1,7,5,4
RIOZINHO,0,1,0,0,1,1,0,0,0,0,1,0
ROCA SALES,2,0,1,0,0,3,2,0,1,2,2,0
RODEIO BONITO,0,1,0,0,1,0,1,1,0,2,1,1
ROLADOR,0,0,0,0,0,0,2,0,0,0,0,0
ROLANTE,1,2,3,4,3,1,3,3,2,3,2,3
RONDA ALTA,2,0,0,0,2,0,3,1,2,1,1,0
RONDINHA,1,0,0,0,0,0,0,1,0,0,0,0
ROQUE GONZALES,3,3,1,0,0,0,0,0,1,1,0,1
ROSARIO DO SUL,4,4,1,4,2,6,0,2,4,10,5,8
SAGRADA FAMILIA,0,0,0,1,2,0,0,0,1,1,0,0
SALDANHA MARINHO,0,0,0,0,0,0,1,1,2,1,0,1
SALTO DO JACUI,2,0,4,1,3,1,2,3,1,4,4,7
SALVADOR DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0
SALVADOR DO SUL,1,0,0,0,0,1,0,0,0,0,1,0
SANANDUVA,1,0,1,3,2,1,3,0,1,2,0,4
SANTA BARBARA DO SUL,3,0,1,1,0,0,0,0,1,1,0,1
SANTA CECILIA DO SUL,1,0,0,0,0,0,0,0,0,0,0,0
SANTA CLARA DO SUL,2,0,1,1,0,1,1,0,0,0,1,0
SANTA CRUZ DO SUL,13,23,21,12,9,15,14,9,19,21,15,14
SANTA MARGARIDA DO SUL,0,0,0,0,0,0,0,0,0,0,1,0
SANTA MARIA,42,34,46,29,23,27,41,53,32,46,50,42
SANTA MARIA DO HERVAL,0,2,0,1,0,0,1,0,0,1,0,1
SANTA ROSA,10,10,11,13,6,8,15,6,7,12,16,20
SANTA TEREZA,0,0,4,0,0,0,0,0,0,0,1,0
SANTA VITORIA DO PALMAR,9,11,4,5,3,1,6,9,3,5,2,3
SANTANA DA BOA VISTA,0,2,3,0,1,1,0,2,1,0,2,1
SANTANA DO LIVRAMENTO,17,15,9,17,8,12,9,13,17,18,21,10
SANTIAGO,4,9,7,8,4,2,5,4,3,6,12,7
SANTO ANGELO,18,13,17,12,9,6,9,8,16,12,11,23
SANTO ANTONIO DA PATRULHA,4,4,9,1,4,5,2,1,11,6,4,5
SANTO ANTONIO DAS MISSOES,1,2,1,1,0,1,0,0,0,0,1,1
SANTO ANTONIO DO PALMA,0,0,0,0,1,0,0,0,0,0,0,1
SANTO ANTONIO DO PLANALTO,0,1,1,0,0,0,1,0,0,0,0,0
SANTO AUGUSTO,1,1,1,4,1,5,3,4,4,4,1,6
SANTO CRISTO,1,1,0,2,1,1,1,1,1,0,1,0
SANTO EXPEDITO DO SUL,0,0,0,0,0,0,0,1,0,0,0,0
SAO BORJA,13,12,10,4,7,6,9,3,11,7,13,21
SAO DOMINGOS DO SUL,2,0,0,0,1,0,0,0,1,1,0,0
SAO FRANCISCO DE ASSIS,1,3,1,0,1,0,1,1,2,5,0,0
SAO FRANCISCO DE PAULA,3,2,2,4,4,2,4,3,4,1,4,3
SAO GABRIEL,13,13,7,7,11,7,6,8,8,9,7,9
SAO JERONIMO,3,5,2,3,1,0,1,6,2,4,1,1
SAO JOAO DA URTIGA,1,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO POLESINE,0,0,0,1,0,1,0,0,0,0,0,0
SAO JORGE,0,0,0,1,0,0,1,0,0,0,0,0
SAO JOSE DAS MISSOES,0,0,1,0,0,0,0,0,1,0,0,0
SAO JOSE DO HERVAL,0,0,0,0,0,0,0,0,0,1,0,0
SAO JOSE DO HORTENCIO,0,0,0,0,0,0,0,1,0,0,1,1
SAO JOSE DO INHACORA,0,0,0,0,0,0,0,1,0,0,0,0
SAO JOSE DO NORTE,5,2,2,1,0,2,1,1,2,2,1,4
SAO JOSE DO OURO,1,0,2,0,0,1,2,0,2,1,2,2
SAO JOSE DO SUL,0,0,0,0,0,0,0,0,0,0,1,0
SAO JOSE DOS AUSENTES,0,1,0,0,0,0,1,0,0,0,0,1
SAO LEOPOLDO,36,29,35,18,30,34,34,35,42,46,36,45
SAO LOURENCO DO SUL,8,9,3,3,4,1,6,4,1,3,1,9
SAO LUIZ GONZAGA,8,9,5,4,4,8,3,6,6,10,6,7
SAO MARCOS,4,1,3,0,2,2,1,1,0,0,1,4
SAO MARTINHO,0,0,0,1,1,0,1,1,0,2,1,0
SAO MARTINHO DA SERRA,4,0,0,0,0,0,1,0,1,0,1,0
