Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
BAGE,4,0,2,4,3,4,2,1,6,2,3,2
BALNEARIO PINHAL,1,1,0,2,0,1,0,2,0,1,0,0
BARAO,0,0,0,0,0,0,0,0,0,0,0,0
BARAO DO COTEGIPE,0,0,0,0,0,0,0,0,0,0,0,0
BARAO DO TRIUNFO,0,0,0,0,0,0,1,0,0,1,0,0
BARRA DO GUARITA,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO QUARAI,1,0,0,0,0,0,0,0,0,0,0,1
BARRA DO RIBEIRO,0,0,2,0,0,0,0,0,4,0,0,0
BARRA DO RIO AZUL,0,0,0,0,0,0,0,0,0,0,0,0
BARRA FUNDA,0,0,0,0,0,0,0,0,0,0,0,0
BARRACAO,0,1,1,0,0,0,0,0,0,0,0,0
BARROS CASSAL,1,1,1,0,0,1,0,3,0,0,1,0
BENJAMIN CONSTANT DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
BENTO GONCALVES,6,4,3,4,2,2,2,3,4,5,3,2
BOA VISTA DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0
BOA VISTA DO BURICA,0,0,0,0,1,0,0,1,1,0,0,0
BOA VISTA DO CADEADO,0,0,0,0,0,0,0,0,0,0,0,0
BOA VISTA DO INCRA,0,0,0,0,0,0,0,0,0,0,0,1
BOA VISTA DO SUL,0,1,0,0,0,0,0,0,0,0,0,0
BOM JESUS,0,0,1,0,0,0,0,2,1,1,1,0
BOM PRINCIPIO,1,0,0,0,0,0,0,0,0,2,1,1
BOM PROGRESSO,0,0,0,0,0,0,0,0,0,0,0,0
BOM RETIRO DO SUL,1,0,0,1,0,0,0,0,0,0,0,1
BOQUEIRAO DO LEAO,0,1,0,0,0,0,0,0,0,1,0,0
BOSSOROCA,0,0,0,0,0,0,0,0,0,0,0,0
BOZANO,0,0,0,0,0,0,0,0,0,0,0,0
BRAGA,0,1,0,0,0,0,0,0,0,0,0,0
BROCHIER,0,0,0,0,0,0,0,0,0,0,0,0
BUTIA,0,0,0,0,1,0,0,0,0,0,0,2
CACAPAVA DO SUL,0,0,1,0,1,0,0,0,0,0,0,0
CACEQUI,1,0,0,0,0,0,0,0,0,0,1,0
CACHOEIRA DO SUL,0,0,0,2,1,0,4,2,2,0,4,1
CACHOEIRINHA,2,0,4,3,2,0,4,5,2,3,3,0
CACIQUE DOBLE,0,0,0,0,0,0,0,0,0,0,0,0
CAIBATE,0,0,0,0,0,0,0,0,0,0,0,0
CAICARA,0,0,2,0,0,0,0,0,0,0,0,0
CAMAQUA,3,3,0,0,0,1,0,2,1,0,0,1
CAMARGO,0,1,0,0,0,0,1,0,0,0,0,0
CAMBARA DO SUL,0,0,0,0,1,0,0,0,0,0,0,0
CAMPESTRE DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0
CAMPINA DAS MISSOES,0,0,1,0,0,0,1,0,0,0,0,0
CAMPINAS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO BOM,2,0,1,0,4,0,1,0,2,3,0,1
CAMPO NOVO,0,0,1,0,0,0,0,0,0,0,2,2
CAMPOS BORGES,0,0,1,0,0,0,0,0,0,0,0,0
CANDELARIA,0,1,1,0,0,1,0,1,0,1,0,0
CANDIDO GODOI,0,0,0,0,0,0,0,1,0,0,0,0
CANDIOTA,0,0,0,0,0,0,0,0,0,0,1,0
CANELA,1,1,3,3,3,1,1,2,2,1,4,5
CANGUCU,0,2,1,0,0,0,1,5,0,0,0,1
CANOAS,11,12,17,7,10,12,12,13,7,6,9,10
CANUDOS DO VALE,0,0,0,0,0,0,0,0,0,0,0,0
CAPAO BONITO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
CAPAO DA CANOA,3,1,1,2,2,10,1,4,2,0,2,2
CAPAO DO CIPO,1,0,0,0,0,0,0,0,0,0,0,1
CAPAO DO LEAO,0,0,0,1,0,1,1,0,1,0,0,3
CAPELA DE SANTANA,0,0,0,0,1,0,0,0,1,0,0,2
CAPITAO,0,0,0,0,0,0,0,0,0,0,0,0
CAPIVARI DO SUL,0,0,0,0,0,0,1,0,0,0,0,0
CARAA,2,0,0,0,0,0,0,0,0,0,0,0
CARAZINHO,0,1,0,2,0,0,1,3,0,2,0,1
CARLOS BARBOSA,0,0,0,0,0,1,0,1,0,0,0,0
CARLOS GOMES,0,0,0,0,0,0,0,0,0,0,0,0
CASCA,0,0,0,0,0,0,0,0,0,0,0,0
CASEIROS,0,0,0,0,0,0,0,0,0,0,0,0
CATUIPE,1,0,0,1,0,0,0,0,0,0,0,1
CAXIAS DO SUL,5,5,4,4,14,8,10,4,11,4,3,4
CENTENARIO,0,0,0,0,0,0,0,0,0,0,0,0
CERRITO,0,0,0,0,0,1,0,0,0,0,1,1
CERRO BRANCO,0,0,0,0,0,0,1,0,0,0,0,0
CERRO GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
CERRO GRANDE DO SUL,0,0,0,1,3,1,0,0,0,0,1,0
CERRO LARGO,0,0,0,0,0,2,0,2,0,0,0,0
CHAPADA,0,0,1,0,0,0,0,0,0,0,0,0
CHARQUEADAS,0,0,2,0,0,0,0,0,0,2,1,0
CHARRUA,0,0,0,0,0,0,0,0,0,0,0,0
CHIAPETTA,0,0,0,0,0,1,0,0,0,0,0,0
CHUI,0,0,0,0,0,0,0,0,0,0,0,0
CHUVISCA,0,0,0,1,0,0,0,0,1,0,1,0
CIDREIRA,2,0,1,2,2,0,0,0,1,0,0,0
CIRIACO,0,0,0,0,0,0,0,0,0,0,0,0
COLINAS,0,0,0,0,0,0,1,0,0,0,0,0
COLORADO,0,0,0,0,0,0,0,0,0,0,0,0
CONDOR,1,0,0,0,0,0,0,0,0,0,0,0
CONSTANTINA,1,0,0,0,0,2,0,0,0,1,0,0
COQUEIRO BAIXO,0,0,0,0,0,0,0,0,0,0,0,0
COQUEIROS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
CORONEL BARROS,0,0,0,0,0,0,0,0,0,0,0,0
CORONEL BICACO,1,0,0,0,0,0,0,0,0,0,2,0
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0
COTIPORA,0,0,0,0,0,0,0,0,0,0,0,0
COXILHA,0,0,0,0,0,0,0,0,0,0,0,0
CRISSIUMAL,0,0,0,0,0,0,0,0,0,0,0,0
CRISTAL,0,0,0,0,0,1,0,0,0,0,0,0
CRISTAL DO SUL,0,0,1,0,0,0,0,0,0,0,0,0
CRUZ ALTA,2,0,3,2,2,0,4,3,2,2,0,2
CRUZALTENSE,0,0,0,0,0,0,1,0,0,0,0,0
CRUZEIRO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
DAVID CANABARRO,0,0,2,0,0,0,0,0,0,0,0,0
DERRUBADAS,0,0,0,0,0,0,0,0,0,0,2,0
DEZESSEIS DE NOVEMBRO,0,0,0,0,0,0,0,0,0,0,0,0
DILERMANDO DE AGUIAR,0,0,0,0,0,0,0,0,1,0,0,0
DOIS IRMAOS,1,1,0,0,1,0,0,0,0,1,1,1
DOIS IRMAOS DAS MISSOES,0,0,0,0,1,1,0,0,0,0,0,1
DOIS LAJEADOS,0,0,0,0,0,0,0,0,0,0,0,0
DOM FELICIANO,0,0,0,0,1,1,0,0,0,0,1,2
DOM PEDRITO,1,0,3,1,1,3,0,0,1,1,0,0
DOM PEDRO DE ALCANTARA,0,0,0,0,0,0,0,0,0,0,0,0
DONA FRANCISCA,0,0,0,0,0,0,0,0,0,0,0,1
DR MAURICIO CARDOSO,0,0,0,0,0,0,0,0,0,0,0,0
DOUTOR RICARDO,0,0,0,0,0,0,0,0,0,0,0,0
ELDORADO DO SUL,1,2,1,2,0,1,1,3,5,1,1,0
ENCANTADO,0,0,0,0,0,0,1,2,0,0,1,0
ENCRUZILHADA DO SUL,0,0,0,0,1,1,0,0,1,0,3,1
ENGENHO VELHO,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DO SUL,0,0,2,0,0,0,0,0,0,0,0,0
ENTRE IJUIS,1,0,1,0,0,0,0,0,0,0,0,1
EREBANGO,0,0,0,0,0,0,0,0,0,0,0,0
ERECHIM,0,2,2,1,0,2,3,2,2,8,1,1
ERNESTINA,0,0,0,0,0,1,0,0,0,0,1,0
ERVAL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
ERVAL SECO,0,0,0,0,0,0,0,0,1,0,0,0
ESMERALDA,0,0,0,0,0,0,0,0,0,0,0,0
ESPERANCA DO SUL,0,0,0,0,0,0,0,0,0,0,0,1
ESPUMOSO,0,0,0,1,0,0,0,0,0,0,0,0
ESTACAO,0,0,0,0,0,0,1,0,0,0,0,0
ESTANCIA VELHA,0,1,1,0,0,0,1,0,0,0,0,1
ESTEIO,2,1,1,1,1,7,0,0,5,2,1,1
ESTRELA,0,0,0,1,2,0,1,2,2,2,0,0
ESTRELA VELHA,0,0,0,0,0,0,0,0,0,0,0,0
EUGENIO DE CASTRO,0,0,0,0,0,0,0,0,0,0,0,0
FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,2,2,2,0,1,0,0,1,1,1,0,0
FAXINAL DO SOTURNO,0,0,1,0,0,0,0,1,0,0,0,0
FAXINALZINHO,0,0,0,0,0,0,0,0,0,0,0,0
FAZENDA VILA NOVA,1,0,0,0,0,0,0,0,0,0,0,0
FELIZ,0,0,1,0,0,0,0,0,1,0,0,1
FLORES DA CUNHA,0,0,0,1,0,0,0,0,0,0,0,0
FLORIANO PEIXOTO,0,0,0,0,0,0,0,1,0,0,0,0
FONTOURA XAVIER,1,0,1,1,1,0,0,0,1,0,0,0
FORMIGUEIRO,0,0,0,0,0,1,0,0,0,0,0,0
FORQUETINHA,0,0,0,0,0,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,0,0,0,0,0,0,2,0,0,0,0,0
FREDERICO WESTPHALEN,1,0,0,0,1,1,5,0,0,0,0,2
GARIBALDI,0,0,0,0,0,0,0,0,0,0,0,0
GARRUCHOS,0,0,0,0,0,0,0,0,0,0,0,0
GAURAMA,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CAMARA,0,0,0,0,0,0,1,1,0,0,0,0
GENTIL,0,0,0,0,0,0,0,0,0,0,0,0
GETULIO VARGAS,0,0,0,1,1,0,0,0,0,0,0,0
GIRUA,0,0,0,0,0,0,0,0,0,0,0,0
GLORINHA,0,0,1,0,0,3,0,0,0,0,0,2
GRAMADO,1,1,1,0,0,0,1,0,0,1,2,1
GRAMADO DOS LOUREIROS,0,0,2,0,0,0,0,0,0,0,0,0
GRAMADO XAVIER,0,0,0,0,0,0,1,0,0,0,0,0
GRAVATAI,8,8,6,9,13,5,10,8,11,15,10,8
GUABIJU,0,0,0,0,0,0,0,0,0,0,0,0
GUAIBA,4,1,3,4,5,2,2,5,8,2,2,6
GUAPORE,0,1,0,1,0,0,0,1,0,1,0,0
GUARANI DAS MISSOES,0,0,0,1,0,0,0,0,1,0,0,0
HARMONIA,0,0,0,1,0,0,0,0,0,0,0,0
HERVAL,0,0,0,0,0,0,0,0,0,0,0,0
HERVEIRAS,0,0,0,0,0,0,0,0,0,0,0,1
HORIZONTINA,0,0,0,0,1,0,0,1,0,0,0,0
HULHA NEGRA,1,0,0,1,0,2,0,0,0,0,0,0
HUMAITA,0,0,0,0,0,0,1,0,0,0,0,1
IBARAMA,0,2,0,0,0,0,0,0,0,0,0,0
IBIACA,0,0,0,0,0,0,0,0,0,0,0,1
IBIRAIARAS,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAPUITA,0,0,0,0,1,0,0,0,0,0,0,0
IBIRUBA,0,0,0,1,1,0,0,0,1,0,0,0
IGREJINHA,1,1,0,1,0,2,2,0,0,2,0,1
IJUI,0,0,0,2,2,1,3,1,0,1,1,2
ILOPOLIS,0,0,0,0,0,0,0,0,0,0,0,0
IMBE,0,0,2,0,1,0,1,4,1,1,1,2
IMIGRANTE,0,0,0,0,0,0,0,0,0,0,0,0
INDEPENDENCIA,0,0,0,0,0,0,0,0,0,0,0,0
INHACORA,0,0,0,0,1,0,0,0,0,0,0,0
IPE,0,0,0,0,0,1,0,0,0,0,0,0
IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
IRAI,0,0,1,0,0,0,0,1,1,0,1,0
ITAARA,0,0,0,0,0,0,0,0,0,1,0,0
ITACURUBI,0,0,0,2,0,0,0,0,0,0,0,0
ITAPUCA,0,0,0,0,0,0,0,0,0,0,0,0
ITAQUI,0,3,0,3,2,0,2,1,0,2,7,2
ITATI,0,0,0,1,0,0,0,0,0,0,0,1
ITATIBA DO SUL,0,0,0,0,0,0,1,0,0,0,0,0
IVORA,0,0,0,0,0,0,0,0,0,0,0,0
IVOTI,1,1,1,1,1,0,0,0,0,0,1,0
JABOTICABA,1,0,1,0,0,0,0,0,0,0,0,0
JACUIZINHO,0,0,0,0,0,0,0,0,0,0,0,0
JACUTINGA,0,0,0,0,0,0,0,0,0,0,0,1
JAGUARAO,0,0,0,0,1,0,0,2,2,0,0,0
JAGUARI,0,0,0,0,1,0,0,0,1,0,0,0
JAQUIRANA,0,0,1,0,0,0,0,0,0,0,0,1
JARI,0,0,0,0,0,0,0,0,0,0,0,0
JOIA,0,0,0,0,0,0,0,0,0,0,0,0
JULIO DE CASTILHOS,1,0,1,1,0,1,0,1,3,1,2,1
LAGOA BONITA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DOS TRES CANTOS,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA VERMELHA,1,0,1,0,0,0,1,0,0,1,0,0
LAGOAO,0,0,0,0,0,0,0,0,0,0,0,0
LAJEADO,0,0,1,0,1,0,1,0,0,1,0,2
LAJEADO DO BUGRE,0,0,0,0,0,0,0,0,0,0,0,0
LAVRAS DO SUL,0,0,0,0,0,0,1,0,0,0,0,0
LIBERATO SALZANO,0,0,0,0,0,0,0,0,2,1,0,0
LINDOLFO COLLOR,0,0,0,0,0,0,2,0,0,0,0,0
LINHA NOVA,0,0,0,0,0,0,0,0,0,0,0,0
MACAMBARA,0,0,1,1,0,0,0,1,1,0,0,1
MACHADINHO,0,0,0,0,0,0,0,0,0,0,0,0
MAMPITUBA,0,0,0,0,0,0,1,0,1,0,0,0
MANOEL VIANA,0,0,0,0,0,0,0,0,0,0,1,2
MAQUINE,0,0,0,0,0,0,0,1,0,0,0,0
MARATA,0,0,0,0,0,0,0,0,0,0,0,1
MARAU,0,2,0,0,0,1,1,0,1,0,1,0
MARCELINO RAMOS,0,0,0,0,1,0,0,0,0,1,0,0
MARIANA PIMENTEL,0,0,0,0,0,0,0,0,0,0,0,0
MARIANO MORO,0,0,0,0,0,0,0,0,0,0,0,0
MARQUES DE SOUZA,0,1,0,0,0,0,0,0,0,0,0,0
MATA,0,0,0,0,0,0,0,0,0,0,0,0
MATO CASTELHANO,0,0,0,0,0,0,0,0,0,0,0,0
MATO LEITAO,0,1,0,0,0,0,0,0,0,0,0,0
MATO QUEIMADO,0,0,0,0,0,0,0,0,0,0,0,0
MAXIMILIANO DE ALMEIDA,0,0,1,0,0,0,0,0,0,0,0,0
MINAS DO LEAO,0,0,0,0,3,0,1,0,1,0,0,0
MIRAGUAI,0,0,0,0,0,0,0,0,0,0,0,0
MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DOS CAMPOS,0,0,0,0,0,0,0,0,0,0,0,0
MONTE BELO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,2,1,0,0,0,2,2,2,1,2,3,1
MORMACO,0,0,0,0,0,0,0,0,0,0,0,0
MORRINHOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
MORRO REDONDO,0,1,0,0,0,0,0,0,0,0,0,0
MORRO REUTER,0,0,0,0,0,0,0,0,0,0,0,0
MOSTARDAS,2,1,1,0,0,0,0,0,1,0,0,1
MUCUM,0,0,0,0,0,0,0,0,0,0,0,0
MUITOS CAPOES,0,0,2,0,0,0,0,0,0,0,0,0
MULITERNO,0,0,0,0,0,1,0,0,0,0,0,0
NAO ME TOQUE,0,1,1,0,0,0,0,0,0,0,0,1
NICOLAU VERGUEIRO,0,0,0,0,0,0,0,0,0,0,0,0
NONOAI,0,0,0,2,0,0,0,0,0,1,0,0
NOVA ALVORADA,0,0,0,1,0,0,0,0,0,0,0,0
NOVA ARACA,1,0,0,0,0,0,0,0,0,0,0,0
NOVA BASSANO,0,0,0,0,0,0,0,0,0,0,0,1
NOVA BOA VISTA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CANDELARIA,1,0,0,0,0,0,0,0,0,0,0,0
NOVA ESPERANCA DO SUL,0,1,0,0,0,0,0,0,0,0,0,0
NOVA HARTZ,1,1,1,0,0,1,1,1,3,4,2,3
NOVA PADUA,0,0,1,0,0,0,0,0,0,0,0,0
NOVA PALMA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,0,0,0,1,0,0,0,1,0,0,0,0
NOVA PRATA,0,0,0,1,1,0,0,0,0,0,1,0
NOVA RAMADA,0,0,0,0,0,0,0,0,0,0,0,1
NOVA ROMA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
NOVA SANTA RITA,0,2,0,3,0,1,0,0,6,0,2,1
NOVO BARREIRO,0,0,0,0,0,0,0,0,0,0,1,0
NOVO CABRAIS,0,0,0,1,0,0,0,0,0,0,0,0
NOVO HAMBURGO,4,4,2,8,3,4,5,3,2,7,5,8
NOVO MACHADO,0,0,0,0,0,0,0,0,0,0,0,0
NOVO TIRADENTES,0,0,0,0,0,0,0,0,0,0,0,0
NOVO XINGU,0,0,0,0,0,0,0,0,0,0,0,0
OSORIO,2,0,1,0,1,1,1,0,0,1,1,3
PAIM FILHO,0,0,0,0,0,0,0,0,0,0,0,0
PALMARES DO SUL,1,0,0,0,1,0,2,0,0,0,1,0
PALMEIRA DAS MISSOES,0,0,0,0,0,1,0,0,0,0,0,0
PALMITINHO,0,0,0,0,0,0,0,1,0,1,0,0
PANAMBI,1,0,0,0,0,0,1,2,1,1,0,0
PANTANO GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
PARAI,0,0,0,1,0,0,0,0,0,1,2,0
PARAISO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
PARECI NOVO,0,0,0,0,0,0,0,0,0,0,0,1
PAROBE,1,3,1,2,1,2,0,4,4,1,1,2
PASSA SETE,0,0,0,0,0,0,0,0,0,0,0,0
PASSO DO SOBRADO,0,0,0,0,0,1,0,0,0,0,0,1
PASSO FUNDO,5,2,8,6,0,5,5,8,6,3,5,3
PAULO BENTO,0,0,0,0,0,0,1,0,0,0,0,0
PAVERAMA,0,0,0,0,0,0,0,0,0,0,0,0
PEDRAS ALTAS,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO OSORIO,0,0,0,0,0,0,0,0,0,0,0,0
PEJUCARA,0,0,0,0,0,0,2,0,0,0,0,0
PELOTAS,4,6,6,6,3,1,16,2,1,12,10,6
PICADA CAFE,0,0,0,0,0,0,0,0,0,0,0,0
PINHAL,0,0,0,0,0,0,0,0,0,0,0,0
PINHAL DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0
PINHAL GRANDE,0,0,0,0,0,0,0,0,0,0,1,0
PINHEIRINHO DO VALE,0,0,0,0,0,0,1,0,0,0,0,0
PINHEIRO MACHADO,0,1,0,0,0,0,0,1,0,0,0,0
PINTO BANDEIRA,0,0,0,0,0,0,0,0,0,0,0,0
PIRAPO,0,0,0,0,0,0,0,0,0,0,0,0
PIRATINI,0,0,0,3,0,0,1,0,2,1,0,0
PLANALTO,0,0,0,0,0,0,0,1,0,1,0,0
POCO DAS ANTAS,0,0,0,0,0,0,0,0,0,0,0,0
PONTAO,0,0,0,0,0,2,0,0,0,0,0,0
PONTE PRETA,0,0,0,0,0,0,0,0,0,0,0,0
PORTAO,1,2,0,2,1,0,0,3,1,1,0,1
PORTO ALEGRE,38,19,21,22,25,14,27,27,27,40,26,26
PORTO LUCENA,0,0,0,0,0,0,0,0,0,0,1,0
PORTO MAUA,0,0,0,0,0,0,0,0,1,0,0,0
PORTO VERA CRUZ,0,0,0,0,0,0,0,0,0,0,0,0
PORTO XAVIER,0,0,0,0,0,0,0,0,0,2,0,0
POUSO NOVO,0,0,0,0,0,0,0,0,0,1,0,0
PRESIDENTE LUCENA,2,0,0,0,0,0,0,0,0,0,0,0
PROGRESSO,0,0,0,0,0,0,0,0,0,0,0,0
PROTASIO ALVES,0,0,0,0,0,0,0,0,0,0,0,1
PUTINGA,0,0,0,0,0,0,0,0,0,0,0,0
QUARAI,1,0,0,0,0,0,0,0,0,1,0,0
QUATRO IRMAOS,0,0,0,1,0,1,0,0,0,0,0,0
QUEVEDOS,0,0,0,0,0,0,0,0,0,0,0,0
QUINZE DE NOVEMBRO,0,0,0,0,0,0,0,0,0,0,0,1
REDENTORA,0,0,0,0,0,0,1,0,0,0,1,0
RELVADO,0,0,0,0,0,0,0,0,0,1,0,0
RESTINGA SECA,0,1,0,4,0,0,0,0,0,0,0,0
RIO DOS INDIOS,0,0,0,0,0,1,0,0,0,0,0,0
RIO GRANDE,5,0,3,3,5,2,3,2,6,1,2,7
RIO PARDO,0,1,0,4,0,0,1,0,1,1,0,0
RIOZINHO,0,0,0,0,0,0,0,0,0,0,0,0
ROCA SALES,0,0,0,1,1,0,0,0,1,0,3,0
RODEIO BONITO,0,0,0,0,0,0,0,0,0,0,0,0
ROLADOR,0,0,1,0,0,1,0,0,0,0,0,0
ROLANTE,0,1,0,0,0,2,0,1,0,0,1,6
RONDA ALTA,0,0,2,0,0,0,0,1,0,0,0,0
RONDINHA,0,1,0,0,0,0,0,0,0,0,0,0
ROQUE GONZALES,0,0,0,0,1,0,0,0,0,0,0,0
ROSARIO DO SUL,0,0,1,1,0,0,1,1,0,0,2,0
SAGRADA FAMILIA,0,0,0,1,0,0,0,0,0,0,0,0
SALDANHA MARINHO,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,0,0,0,0,0,0,0,0,0,0,0,1
SALVADOR DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0
SALVADOR DO SUL,0,1,0,1,0,0,0,0,0,0,1,1
SANANDUVA,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA DO SUL,1,0,0,0,1,1,1,2,0,1,0,1
SANTA CECILIA DO SUL,0,0,0,0,0,0,0,0,0,1,0,0
SANTA CLARA DO SUL,0,0,0,0,0,1,0,0,0,0,0,0
SANTA CRUZ DO SUL,1,2,1,2,4,0,2,1,7,1,2,2
SANTA MARGARIDA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,2,3,6,7,6,6,4,6,3,8,8,8
SANTA MARIA DO HERVAL,0,1,0,0,0,0,0,0,0,0,0,0
SANTA ROSA,1,1,2,1,0,0,0,1,1,3,2,3
SANTA TEREZA,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,0,0,1,0,1,0,1,1,0,0,2,1
SANTANA DA BOA VISTA,0,0,0,0,0,1,0,0,0,0,0,1
SANTANA DO LIVRAMENTO,0,1,1,4,1,1,1,1,2,2,0,0
SANTIAGO,3,0,0,1,0,1,0,1,1,1,1,3
SANTO ANGELO,3,3,3,0,3,2,1,3,2,1,0,1
SANTO ANTONIO DA PATRULHA,3,1,1,1,0,1,1,2,0,0,0,0
SANTO ANTONIO DAS MISSOES,0,0,0,1,0,0,1,0,1,0,1,0
SANTO ANTONIO DO PALMA,0,0,0,0,1,0,0,0,0,0,0,0
SANTO ANTONIO DO PLANALTO,0,0,0,0,0,0,0,0,0,0,0,0
SANTO AUGUSTO,0,2,1,1,1,0,0,1,0,0,0,0
SANTO CRISTO,0,0,0,0,0,0,0,0,1,0,0,0
SANTO EXPEDITO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO BORJA,0,1,4,1,0,0,0,0,0,1,3,4
SAO DOMINGOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,1,0,1,1,0,1,1,0,0,0,0,0
SAO FRANCISCO DE PAULA,0,0,0,1,0,0,0,0,1,0,1,1
SAO GABRIEL,0,0,1,0,2,0,0,0,2,0,0,0
SAO JERONIMO,1,0,1,0,2,0,0,0,0,2,0,0
SAO JOAO DA URTIGA,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO POLESINE,0,0,0,1,0,0,0,0,0,0,0,1
SAO JORGE,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HORTENCIO,0,0,1,0,0,0,0,0,0,0,0,0
SAO JOSE DO INHACORA,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,0,1,0,0,0,0,0,0,1,1,1,0
SAO JOSE DO OURO,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS AUSENTES,0,0,0,0,0,0,0,0,0,0,2,0
SAO LEOPOLDO,7,1,7,4,1,5,5,1,4,5,4,6
SAO LOURENCO DO SUL,0,0,1,1,0,1,0,1,0,2,1,1
SAO LUIZ GONZAGA,1,0,0,0,0,1,1,0,0,3,1,1
SAO MARCOS,0,0,0,0,0,0,0,0,1,0,0,0
SAO MARTINHO,0,0,0,0,0,0,0,0,0,0,0,0
SAO MARTINHO DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0
